onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.9646	0	act	0.38	3	left	cor	0.74	3.08
13.4078	0	act-bad	0.56	3	right	err	0.34	2.1
23.0674	0	act	0.38	4	right	cor	0.67	0.94
32.9076	0	act	0.44	4	right	cor	0.65	1.3
42.427	0	act	0.42	3	right	cor	0.47	0.64
52.3844	0	act	0.46	3	right	err	0.33	1.46
62.0066	0	act	0.32	4	left	err	0.22	3.14
71.0472	0	act	0.36	5	left	cor	0.86	2.52
80.3866	0	act	0.5	5	left	cor	0.67	0.94
89.686	0	act	0.4	4	left	cor	0.9	3.8
99.1634	0	act	0.42	4	left	cor	0.5	3
108.3828	0	act-bad	0.58	3	left	cor	0.66	1.46
121.5044	0	obs-bad	0.58	3	left	cor	0.63	1.52
130.6226	0	obs	0.4	4	left	cor	0.76	3.52
140.1042	0	obs-bad	0.56	3	right	err	0.5	1.78
149.7654	0	obs	0.5	5	left	cor	0.39	2.8
159.0636	0	obs	0.44	4	right	cor	0.55	2.88
168.5822	0	obs	0.32	4	left	err	0.28	3.02
177.6216	0	obs	0.46	3	right	err	0.52	1.84
187.24	0	obs	0.38	3	left	cor	0.72	3.04
196.6816	0	obs	0.42	3	right	cor	0.61	2.82
206.6418	0	obs	0.38	4	right	cor	0.61	0.82
216.4808	0	obs	0.42	4	left	cor	0.66	3.32
225.6996	0	obs	0.36	5	left	cor	0.4	1.6
239.0438	0	act	0.4	3	left	err	0.64	1.5
248.4234	0	act	0.42	4	right	err	0.49	0.98
258.2038	0	act-bad	0.52	5	right	cor	0.54	1.88
268.0802	0	act-bad	0.54	5	right	cor	0.64	0.88
277.6402	0	act	0.44	4	right	err	0.4	2.4
287.3398	0	act-bad	0.52	5	left	err	0.29	3.4
296.34	0	act	0.46	6	right	cor	0.66	3.32
306.3594	0	act	0.4	6	left	cor	0.96	3.52
315.52	0	act	0.5	5	left	cor	0.63	2.06
324.6024	0	act	0.44	5	left	cor	0.8	1.6
333.8598	0	act	0.4	4	right	err	0.53	1.72
343.7704	0	act-bad	0.72	5	right	cor	0.5	3
357.5188	0	obs	0.42	4	right	err	0.59	1.18
367.2992	0	obs	0.4	4	right	err	0.81	1.16
377.2218	0	obs-bad	0.72	5	right	cor	0.78	3.56
386.9608	0	obs-bad	0.52	5	right	cor	0.54	1.88
396.8382	0	obs-bad	0.54	5	right	cor	0.59	0.78
406.3976	0	obs	0.4	3	left	err	0.3	2.18
415.7782	0	obs	0.4	6	left	cor	0.79	3.18
424.9374	0	obs-bad	0.52	5	left	err	0.31	3.36
433.9382	0	obs	0.5	5	left	cor	0.62	2.04
443.0174	0	obs	0.46	6	right	cor	0.73	3.46
453.0378	0	obs	0.44	4	right	err	0.5	4.58
462.7372	0	obs	0.44	5	left	cor	0.86	1.72
