onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.0494	0	act	0.36	15	right	cor	0.84	1.68
13.5686	0	act	0.38	15	right	cor	0.68	2.16
23.4492	0	act	0.38	14	right	cor	0.72	1.44
32.7084	0	act	0.38	14	right	cor	0.83	1.26
42.149	0	act-bad	0.36	13	left	err	0.17	2.44
51.5262	0	act	0.42	14	right	cor	0.77	3.14
61.2666	0	act	0.3	14	right	cor	0.85	3.7
70.748	0	act	0.38	13	right	cor	0.87	0.54
79.79	0	act	0.36	13	left	cor	0.64	1.28
88.9444	0	act	0.34	12	left	err	0.28	1.36
98.7248	0	act	0.34	13	left	err	0.29	3.4
108.5676	0	act	0.46	14	left	err	0.03	0.72
122.5304	0	obs	0.34	12	left	err	0.35	1.5
132.2676	0	obs	0.38	14	right	cor	1	1.6
142.145	0	obs	0.3	14	right	cor	0.92	3.84
151.3074	0	obs	0.36	13	left	err	0.59	1.6
160.7468	0	obs	0.36	15	right	cor	0.96	1.92
170.5262	0	obs-bad	0.36	13	left	cor	0.68	1.36
179.9094	0	obs	0.46	14	left	err	0.05	0.68
189.166	0	obs	0.38	13	right	cor	0.92	0.64
198.6464	0	obs	0.42	14	right	cor	0.93	3.46
208.6074	0	obs	0.38	15	right	cor	0.97	2.74
218.126	0	obs	0.38	14	right	cor	0.98	2.04
227.9656	0	obs	0.34	13	left	err	0.09	3.8
241.0064	0	act-bad	0.48	15	left	cor	0.8	1.18
250.3052	0	act	0.3	15	left	err	0.01	1.56
259.8678	0	act	0.34	16	right	err	0.01	0.76
269.888	0	act	0.34	17	left	err	0.02	1.94
279.501	0	act	0.46	18	left	cor	0.9	3.4
289.1678	0	act	0.48	18	right	cor	0.99	3.98
299.0844	0	act	0.46	17	left	cor	0.99	3.98
308.0792	0	act-bad	-0.02	17	left	err	0.12	3.34
317.3042	0	act	0.32	18	left	err	0.14	3.3
327.0064	0	act	0.4	19	right	cor	0.88	0.56
336.0868	0	act	0.34	19	right	cor	0.95	3.5
345.423	0	act-bad	0.38	18	right	cor	0.96	1.52
358.5416	0	obs-bad	0.38	18	right	cor	0.87	1.34
367.7596	0	obs-bad	0.48	15	left	cor	0.92	0.64
377.0614	0	obs	0.46	17	left	cor	0.88	3.76
387.083	0	obs	0.4	19	right	cor	0.98	0.84
397.0024	0	obs-bad	0.3	15	left	err	0.14	1.3
406.1226	0	obs	0.46	18	left	cor	0.96	3.52
415.782	0	obs	0.32	18	left	err	0.56	0.72
425.3424	0	obs	0.34	16	right	err	0.06	0.66
434.3418	0	obs	0.34	17	left	err	0.26	1.46
443.96	0	obs	0.34	19	right	cor	0.92	3.44
453.038	0	obs-bad	0.52	17	left	cor	0.87	1.34
462.3818	0	obs	0.48	18	right	cor	0.89	3.78
