onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.1366	0	act	0.5	18	right	cor	0.63	2.06
13.7568	0	act-bad	-0.02	18	right	err	0.86	1.32
23.5962	0	act	0.38	19	left	err	0.55	1.68
32.9766	0	act	0.38	20	right	cor	0.9	3.8
42.716	0	act	0.42	20	right	cor	0.82	3.24
52.677	0	act	0.44	19	left	err	0.29	3.4
61.6788	0	act	0.38	20	left	err	0.1	3.38
70.7152	0	act	0.42	21	left	err	0.48	5.02
79.9358	0	act	0.38	22	right	cor	0.99	1.98
89.455	0	act	0.36	22	right	cor	0.99	0.78
99.1134	0	act	0.48	21	left	cor	0.97	1.94
108.3746	0	act	0.34	21	left	err	0.06	2.66
121.4952	0	obs	0.44	19	left	err	0.04	3.9
130.4926	0	obs	0.38	20	left	err	0.94	1.48
139.5332	0	obs	0.38	22	right	cor	0.93	1.86
149.0546	0	obs	0.5	18	right	cor	0.96	2.72
158.6718	0	obs	0.48	21	left	cor	0.92	1.84
167.9322	0	obs	0.42	20	right	cor	0.97	3.54
177.8934	0	obs	0.36	22	right	cor	0.99	0.78
187.552	0	obs	0.38	19	left	err	0.1	2.58
196.9314	0	obs-bad	0.52	18	right	cor	1	1.6
206.7718	0	obs	0.38	20	right	cor	0.87	3.74
216.513	0	obs	0.34	21	left	err	0	2.78
225.6366	0	obs	0.42	21	left	err	0.09	1.8
238.8528	0	act	0.38	22	left	cor	0.86	1.32
248.1524	0	act	0.34	22	right	cor	0.93	4.66
258.0706	0	act	0.44	21	right	cor	0.91	1.82
267.852	0	act	0.4	21	right	cor	0.9	1.4
277.4104	0	act	0.44	20	left	cor	0.98	3.56
286.572	0	act	0.44	20	left	cor	0.83	2.46
295.9122	0	act	0.34	19	left	cor	0.96	3.52
305.3516	0	act	0.4	19	right	cor	0.96	3.52
315.051	0	act	0.44	18	left	cor	0.88	2.56
324.1312	0	act	0.46	18	right	cor	0.85	2.5
334.0106	0	act	0.4	17	right	cor	0.95	3.9
344.031	0	act	0.44	17	left	cor	0.97	3.94
357.5106	0	obs	0.4	21	right	cor	0.93	1.46
367.069	0	obs	0.34	22	right	cor	0.95	0.9
376.9906	0	obs	0.34	19	left	cor	0.94	3.48
386.4298	0	obs	0.4	17	right	cor	0.96	3.92
396.4482	0	obs	0.44	17	left	cor	0.95	3.9
405.9298	0	obs	0.44	18	left	cor	0.96	2.72
415.0092	0	obs	0.44	20	left	cor	0.89	2.58
424.3492	0	obs	0.46	18	right	cor	0.77	2.34
434.2298	0	obs	0.44	20	left	cor	0.43	4.72
443.3892	0	obs	0.4	19	right	cor	1	3.6
453.0862	0	obs	0.38	22	left	cor	0.53	2.52
462.389	0	obs	0.44	21	right	cor	0.94	1.88
