onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.272	0	act	0.44	7	right	cor	0.58	3.16
14.0112	0	act	0.5	7	left	cor	0.69	2.98
23.4518	0	act	0.4	6	right	cor	0.77	2.34
33.331	0	act	0.46	6	right	cor	0.75	4.3
42.9912	0	act	0.34	5	right	err	0.45	2.5
52.9508	0	act	0.4	6	right	cor	0.66	1.32
62.7312	0	act	0.44	6	left	err	0.32	1.44
71.8094	0	act-bad	0.52	7	left	cor	0.43	1.12
81.291	0	act	0.38	7	right	cor	0.43	2.86
91.3132	0	act	0.4	6	left	cor	0.51	1.76
100.6898	0	act	0.42	6	right	cor	0.75	2.3
110.31	0	act-bad	0.58	5	left	err	0.46	1.06
123.5296	0	obs	0.38	7	right	cor	0.82	3.64
133.55	0	obs	0.44	6	left	err	0.21	1.22
142.6276	0	obs	0.46	6	right	cor	0.72	1.34
152.29	0	obs-bad	0.58	5	left	err	0.5	3
161.5094	0	obs-bad	0.52	7	left	cor	0.52	3.04
170.9886	0	obs	0.34	5	right	err	0.3	0.98
180.949	0	obs	0.5	7	left	cor	0.73	3.06
190.3886	0	obs	0.4	6	right	cor	0.81	1.62
200.1688	0	obs	0.4	6	right	cor	0.77	2.34
210.0482	0	obs	0.44	7	right	cor	0.71	3.42
219.7886	0	obs	0.42	6	right	cor	0.72	2.24
229.4058	0	obs	0.4	6	left	cor	0.54	1.7
242.7876	0	act	0.34	6	right	cor	0.6	0.8
252.3478	0	act	0.36	6	right	cor	0.73	1.46
261.865	0	act-bad	0.6	5	left	err	0.72	1.44
271.1276	0	act	0.46	6	left	err	0.47	2.64
280.4268	0	act	0.3	7	right	cor	0.78	3.16
290.1252	0	act	0.36	7	right	cor	0.8	1.2
299.9646	0	act	0.4	6	left	err	0.29	2.2
309.087	0	act	0.42	7	left	err	0.25	1.08
318.2462	0	act	0.36	8	right	cor	0.44	1.9
328.1686	0	act	0.36	8	left	err	0.32	2.94
337.209	0	act	0.36	9	left	err	0.44	3.9
346.5456	0	act	0.4	10	left	err	0.19	3.6
359.546	0	obs	0.36	8	right	cor	0.5	1.78
369.4634	0	obs	0.3	7	right	cor	0.83	3.26
379.1658	0	obs	0.34	6	right	cor	0.8	1.2
388.7254	0	obs	0.36	8	left	err	0.46	2.66
397.7636	0	obs-bad	0.6	5	left	err	0.21	3.56
407.0252	0	obs	0.4	6	left	err	0.38	2.02
416.1446	0	obs	0.4	10	left	err	0.47	3.04
425.148	0	obs	0.36	7	right	cor	0.87	1.34
434.9842	0	obs	0.36	6	right	cor	0.74	1.48
444.5076	0	obs	0.42	7	left	err	0.45	0.68
453.664	0	obs	0.36	9	left	err	0.3	1.4
463.0076	0	obs	0.46	6	left	err	0.55	0.7
