onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.0846	0	act	0.46	10	right	cor	0.91	1.42
13.644	0	act	0.44	10	right	cor	0.84	1.68
23.425	0	act	0.42	9	right	cor	0.91	3.42
33.3816	0	act	0.5	9	left	cor	0.72	1.04
42.683	0	act-bad	0.54	8	left	cor	0.62	1.24
51.9466	0	act	0.38	8	left	cor	0.61	1.22
60.9458	0	act	0.5	7	right	cor	0.74	1.08
70.7832	0	act	0.36	7	right	cor	0.68	4.16
80.4456	0	act	0.42	6	left	err	0.22	4.34
89.5194	0	act	0.34	7	left	err	0.22	1.14
98.6854	0	act	0.48	8	left	err	0.26	2.26
107.8026	0	act	0.42	9	right	cor	0.79	3.58
121.8188	0	obs	0.42	6	left	err	0.65	2.1
130.9016	0	obs	0.38	8	left	cor	0.64	1.28
139.9052	0	obs	0.5	9	left	cor	0.55	0.7
149.2012	0	obs	0.48	8	left	err	0.05	2.68
158.3198	0	obs	0.34	7	left	err	0.78	3.16
167.481	0	obs	0.44	10	right	cor	0.75	1.5
177.2628	0	obs	0.42	9	right	cor	0.81	3.62
187.2808	0	obs	0.5	7	right	cor	0.6	0.8
197.1202	0	obs	0.36	7	right	cor	0.57	1.64
206.7806	0	obs	0.46	10	right	cor	0.81	1.22
216.3402	0	obs-bad	0.54	8	left	cor	0.79	1.58
225.6036	0	obs	0.42	9	right	cor	0.45	0.68
239.5628	0	act	0.46	9	left	err	0.06	0.66
248.9002	0	act	0.38	10	left	cor	0.62	0.74
258.1224	0	act	0.38	10	right	cor	0.92	2.64
267.999	0	act	0.5	9	right	cor	0.58	0.82
277.7426	0	act	0.48	9	left	cor	0.89	3.78
287.2188	0	act	0.5	8	left	cor	0.9	0.6
296.5994	0	act	0.46	8	right	cor	0.59	1.6
306.5188	0	act	0.4	7	right	cor	0.79	2.38
316.1418	0	act	0.4	7	right	cor	0.71	1.42
325.6612	0	act	0.5	6	left	err	0.09	3.4
334.7	0	act	0.48	7	right	cor	0.41	2.42
344.3982	0	act	0.46	7	left	err	0.59	2.78
357.8378	0	obs	0.38	10	right	cor	0.81	2.42
367.718	0	obs	0.4	7	right	cor	0.71	2.22
377.3376	0	obs	0.4	7	right	cor	0.79	1.58
386.8578	0	obs	0.5	8	left	cor	0.62	1.54
396.2402	0	obs	0.46	9	left	err	0.29	1.38
405.5756	0	obs	0.5	9	right	cor	0.9	3.8
415.3172	0	obs	0.38	10	left	cor	0.88	3.76
424.5364	0	obs	0.5	6	left	err	0.35	2.88
433.5746	0	obs	0.46	7	left	err	0.35	0.88
443.0162	0	obs	0.48	7	right	cor	0.72	3.04
452.7196	0	obs	0.48	9	left	cor	0.5	0.98
462.1988	0	obs	0.46	8	right	cor	0.9	0.6
