onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.445	0	act	0.32	7	right	cor	0.61	1.56
14.3684	0	act	0.3	7	right	err	0.25	3.08
24.2026	0	act	0.44	8	left	cor	0.42	2.44
33.3634	0	act	0.4	8	left	err	0.52	1.84
42.4446	0	act-bad	0.6	9	right	cor	0.63	2.32
52.0048	0	act	0.3	9	left	cor	0.52	1.74
61.384	0	act-bad	0.54	8	right	cor	0.69	1.38
71.1636	0	act	0.36	8	left	cor	0.85	1.3
80.467	0	act	0.42	7	left	cor	0.59	1.18
89.7234	0	act	0.34	7	left	err	0.52	1.74
98.8438	0	act-bad	0.54	8	right	cor	0.84	3.68
108.581	0	act	0.34	8	left	cor	0.37	1.24
121.8066	0	obs-bad	0.54	8	right	cor	0.62	3.24
131.5448	0	obs	0.3	9	left	cor	0.53	1.72
140.9224	0	obs-bad	0.6	9	right	cor	0.54	2.5
150.486	0	obs	0.4	8	left	err	0.37	4.04
159.5604	0	obs	0.3	7	right	err	0.16	3.26
169.4006	0	obs	0.44	8	left	cor	0.63	2.86
178.56	0	obs	0.32	7	right	cor	0.5	1.78
188.4824	0	obs-bad	0.54	8	right	cor	0.58	2.82
198.2596	0	obs	0.34	7	left	err	0.32	2.14
207.38	0	obs	0.42	7	left	cor	0.64	1.28
216.6394	0	obs	0.36	8	left	cor	0.84	1.28
225.9418	0	obs	0.34	8	left	cor	0.67	3.34
239.1614	0	act	0.38	7	right	cor	0.3	0.98
248.8584	0	act	0.4	7	left	cor	0.79	1.58
257.8576	0	act	0.48	6	right	cor	0.78	3.16
267.8232	0	act-bad	0.78	6	right	cor	0.48	1.82
277.4788	0	act	0.36	5	left	err	0.26	1.32
286.818	0	act	0.3	6	left	err	0.45	1.08
296.3006	0	act-bad	0.52	7	right	cor	0.69	0.6
306.3178	0	act	0.4	7	right	cor	0.51	1.82
315.9392	0	act	0.4	6	right	cor	0.64	1.28
325.4576	0	act-bad	0.6	6	left	cor	0.66	2.92
334.899	0	act	0.4	5	right	cor	0.56	1.92
344.7774	0	act-bad	0.52	5	left	err	0.54	2.5
357.817	0	obs	0.36	5	left	err	0.38	1.56
367.1582	0	obs	0.4	7	right	cor	0.61	2.02
376.779	0	obs	0.3	6	left	err	0.5	0.98
386.2562	0	obs	0.38	7	right	cor	0.66	2.92
395.9602	0	obs	0.4	5	right	cor	0.53	1.86
405.8408	0	obs	0.4	6	right	cor	0.72	1.44
415.3614	0	obs	0.4	7	left	cor	0.68	1.36
424.3608	0	obs	0.48	6	right	cor	0.61	2.82
434.3182	0	obs-bad	0.6	6	left	cor	0.79	3.18
443.7574	0	obs-bad	0.78	6	right	cor	0.72	1.34
453.416	0	obs-bad	0.52	5	left	err	0.32	2.94
462.457	0	obs-bad	0.52	7	right	cor	0.52	0.94
