onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.7798	0	act-bad	0.66	12	left	err	0.07	3.84
13.036	0	act	0.4	13	right	err	0.08	3.82
22.5564	0	act	0.44	14	left	cor	0.79	5.58
31.554	0	act-bad	0.54	14	left	cor	0.75	2.3
40.8986	0	act	0.32	13	left	cor	0.94	0.68
50.0154	0	act	0.48	13	right	err	0.08	1.42
59.716	0	act	0.32	14	left	err	0.05	3.48
69.0154	0	act	0.42	15	right	cor	0.79	3.18
78.9758	0	act	0.46	15	right	cor	0.73	1.46
88.7582	0	act	0.5	14	left	cor	0.58	1.96
97.8374	0	act	0.44	14	right	cor	0.71	3.42
107.5778	0	act-bad	-0.02	13	left	err	0.52	4.64
120.6176	0	obs	0.5	14	left	cor	0.81	2.42
129.695	0	obs	0.48	13	right	err	0.11	1.36
139.3922	0	obs	0.4	13	right	err	0.12	3.74
148.9146	0	obs	0.32	13	left	cor	0.43	1.92
158.0338	0	obs-bad	0.54	14	left	cor	0.76	2.32
167.3762	0	obs	0.46	15	right	cor	0.72	1.44
177.1518	0	obs	0.42	15	right	cor	0.86	3.32
187.1156	0	obs	0.44	14	right	cor	0.93	3.86
196.8566	0	obs	0.44	14	left	cor	0.92	1.84
205.8528	0	obs	0.32	14	left	err	0.29	3
215.1532	0	obs-bad	0.66	12	left	err	0	3.98
224.4108	0	obs-bad	0.52	13	left	cor	0.76	1.12
237.45	0	act-bad	0.86	14	left	cor	0.72	3.44
246.9324	0	act	0.32	14	left	cor	0.9	3.4
256.3698	0	act	0.32	13	right	err	0.03	2.72
266.0302	0	act	0.42	14	right	cor	0.89	1.38
275.8694	0	act	0.3	14	right	cor	0.88	0.56
285.792	0	act	0.44	13	left	cor	0.79	3.18
294.9512	0	act	0.38	13	right	err	0.08	0.62
304.8342	0	act	0.46	14	left	cor	0.72	1.34
314.2112	0	act-bad	0.68	14	left	cor	0.13	1.72
323.4314	0	act	0.46	13	right	cor	0.88	5.36
332.9888	0	act	0.34	13	right	cor	0.66	0.66
343.0104	0	act	0.36	12	right	cor	0.92	2.64
356.6338	0	obs-bad	0.68	14	left	cor	0.86	3.72
365.8504	0	obs	0.3	14	right	cor	0.9	0.6
375.7686	0	obs	0.34	13	right	cor	0.93	3.86
385.7932	0	obs	0.46	13	right	cor	0.98	1.56
395.3494	0	obs	0.38	13	right	err	0.03	0.72
405.23	0	obs	0.36	12	right	cor	0.88	2.56
414.8492	0	obs	0.44	13	left	cor	0.75	3.1
424.0096	0	obs-bad	0.86	14	left	cor	0.73	3.46
433.489	0	obs	0.46	14	left	cor	0.91	0.62
442.8674	0	obs	0.32	14	left	cor	0.96	3.52
452.3112	0	obs	0.42	14	right	cor	0.97	1.54
462.1492	0	obs	0.32	13	right	err	0.03	2.72
