onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
10.9456	0	act	0.38	25	right	cor	0.78	3.56
20.9632	0	act	0.36	25	right	cor	0.77	3.54
30.7056	0	act	0.4	24	left	cor	0.91	1.42
39.7428	0	act	0.48	24	left	cor	0.99	0.78
49.1232	0	act	0.28	23	right	cor	0.86	0.52
58.7846	0	act	0.36	23	right	cor	0.82	3.24
68.482	0	act	0.28	22	right	cor	0.84	1.28
78.0442	0	act-bad	0.64	22	left	err	0.18	3.62
87.3018	0	act	0.36	23	left	cor	0.85	3.3
96.464	0	act	0.38	23	left	cor	0.84	3.28
105.9036	0	act	0.3	22	right	cor	0.85	1.08
115.8238	0	act	0.42	22	right	cor	0.79	2.38
129.4436	0	obs	0.36	25	right	cor	0.73	0.52
139.1832	0	obs	0.42	22	right	cor	0.76	2.32
148.8012	0	obs	0.48	24	left	cor	0.95	0.9
158.1806	0	obs-bad	0.64	22	left	err	0.21	3.56
167.441	0	obs	0.38	25	right	cor	0.79	3.58
177.4606	0	obs	0.38	23	left	cor	0.81	3.22
186.9006	0	obs	0.36	23	right	cor	0.87	3.34
196.6002	0	obs	0.3	22	right	cor	0.81	1.16
206.5258	0	obs	0.4	24	left	cor	0.77	1.14
215.562	0	obs	0.28	22	right	cor	0.76	1.12
225.1214	0	obs	0.36	23	left	cor	0.77	3.14
234.2798	0	obs	0.28	23	right	cor	0.64	1.5
247.9392	0	act	0.32	21	left	cor	0.83	0.46
257.0594	0	act	0.36	21	right	cor	0.85	1.3
266.9008	0	act	0.28	20	left	cor	0.84	2.48
276.2412	0	act	0.44	20	left	cor	0.76	2.32
285.3206	0	act	0.38	19	right	cor	0.83	3.26
295.278	0	act	0.38	19	right	cor	0.83	2.46
305.1604	0	act	0.3	18	left	cor	0.69	0.98
314.4598	0	act	0.44	18	left	err	0.22	3.54
323.4582	0	act	0.38	19	right	cor	0.72	1.44
333.2396	0	act	0.3	19	left	err	0.2	1.58
342.458	0	act	0.48	20	left	cor	0.8	3.6
351.9392	0	act	0.26	20	right	cor	0.81	1.62
365.457	0	obs	0.38	19	right	cor	0.83	3.26
375.4174	0	obs	0.26	20	right	cor	0.77	1.54
384.9372	0	obs	0.38	19	right	cor	0.77	2.34
394.819	0	obs	0.48	20	left	cor	0.84	3.68
404.2966	0	obs	0.44	18	left	err	0.28	0.56
413.3018	0	obs	0.3	19	left	err	0.27	1.44
422.5162	0	obs	0.36	21	right	cor	0.87	1.34
432.3588	0	obs	0.38	19	right	cor	0.83	1.66
442.138	0	obs	0.44	20	left	cor	0.83	2.46
451.2164	0	obs	0.32	21	left	cor	0.67	1.44
460.3356	0	obs	0.3	18	left	cor	0.55	0.7
469.636	0	obs	0.28	20	left	cor	0.73	2.26
