onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.9126	0	act	0.34	17	left	cor	0.94	0.68
13.2868	0	act	0.38	17	left	cor	0.74	3.08
22.4472	0	act	0.32	16	left	cor	0.63	0.86
31.7486	0	act	0.4	16	right	cor	0.81	3.22
41.7082	0	act	0.46	15	right	cor	0.72	2.14
51.2664	0	act	0.46	15	left	cor	0.54	2.5
60.3078	0	act-bad	0.76	14	left	cor	0.12	3.74
69.3112	0	act	0.34	14	right	err	0.18	1.62
79.0456	0	act	0.38	15	right	cor	0.86	0.52
88.9658	0	act	0.34	15	left	err	0.41	3.16
98.2272	0	act	0.4	16	left	cor	0.58	1.96
107.5656	0	act	0.38	16	right	cor	0.68	0.96
121.4052	0	obs	0.4	16	right	cor	0.83	3.26
131.3666	0	obs	0.34	15	left	err	0.3	3.38
140.6272	0	obs	0.32	16	left	cor	0.83	1.92
149.9246	0	obs	0.38	17	left	cor	0.87	3.34
159.0848	0	obs	0.4	16	left	cor	0.42	3.94
168.4242	0	obs	0.34	17	left	cor	0.8	1.18
177.8066	0	obs	0.38	15	right	cor	0.93	0.94
187.726	0	obs	0.34	14	right	err	0.18	1.62
197.4664	0	obs-bad	0.76	14	left	cor	0.34	3.3
206.4658	0	obs	0.46	15	left	cor	0.55	2.48
215.506	0	obs	0.38	16	right	cor	0.68	0.96
225.3436	0	obs	0.46	15	right	cor	0.73	1.06
238.9028	0	act	0.4	15	left	cor	0.83	3.26
248.3434	0	act	0.4	15	right	cor	0.64	1.28
258.1276	0	act	0.48	14	right	cor	0.68	1.42
267.783	0	act-bad	0.54	14	left	cor	0.1	0.58
276.8624	0	act	0.44	13	right	err	0.38	1.22
286.887	0	act	0.44	14	left	cor	0.68	3.36
296.3622	0	act	0.42	14	right	err	0.13	1.32
306.0618	0	act	0.36	15	right	err	0.01	0.76
315.942	0	act	0.42	16	right	cor	0.78	2.36
325.5614	0	act	0.42	16	left	cor	0.78	4.36
334.6818	0	act	0.38	15	right	cor	0.75	1.5
344.2062	0	act	0.38	15	left	cor	0.63	3.26
357.4208	0	obs	0.44	14	left	cor	0.88	3.76
366.9012	0	obs	0.38	15	left	cor	0.72	3.44
376.1206	0	obs	0.4	15	left	cor	0.74	3.08
385.563	0	obs	0.42	16	left	cor	0.98	0.76
394.6804	0	obs	0.44	13	right	err	0.21	1.56
404.7028	0	obs	0.42	14	right	err	0.19	1.2
414.4002	0	obs	0.48	14	right	cor	0.64	1.5
424.0624	0	obs	0.38	15	right	cor	0.85	1.7
433.5798	0	obs	0.42	16	right	cor	0.61	3.56
443.1992	0	obs	0.36	15	right	err	0.23	1.26
453.0816	0	obs-bad	0.54	14	left	cor	0.22	0.34
462.1588	0	obs	0.4	15	right	cor	0.67	1.34
