onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.6864	0	act	0.46	19	left	cor	0.88	3.36
12.848	0	act	0.48	19	right	cor	0.89	1.78
22.366	0	act	0.3	18	left	cor	0.96	1.52
31.4052	0	act	0.46	18	right	err	0.75	2.3
41.0286	0	act	0.46	19	left	err	0.25	1.48
50.245	0	act	0.4	20	left	cor	0.93	0.66
59.3636	0	act	0.42	20	right	err	0.54	1.08
69.1478	0	act	0.42	21	left	cor	0.8	0.4
78.5244	0	act	0.4	21	left	cor	0.85	1.7
87.5226	0	act-bad	0.52	20	right	cor	0.17	1.24
97.227	0	act	0.46	20	right	cor	0.71	0.56
106.9622	0	act	0.3	19	left	cor	0.84	3.68
120.4438	0	obs	0.3	19	left	cor	0.85	3.7
129.9224	0	obs	0.48	19	right	cor	0.94	1.88
139.4436	0	obs	0.3	18	left	cor	0.9	1.4
148.4834	0	obs-bad	0.52	20	right	cor	0.87	3.34
158.1866	0	obs	0.46	18	right	err	0.07	0.64
167.8008	0	obs	0.46	20	right	cor	0.9	3.8
177.5432	0	obs	0.42	21	left	cor	0.95	0.7
186.9258	0	obs	0.4	21	left	cor	0.93	1.86
195.9228	0	obs	0.4	20	left	cor	0.9	0.6
205.0424	0	obs	0.46	19	left	cor	0.21	1.16
214.2008	0	obs	0.46	19	left	err	0.3	1.38
223.4202	0	obs	0.42	20	right	err	0.8	1.6
237.2014	0	act	0.5	19	left	cor	0.85	2.5
246.5442	0	act	0.38	19	right	cor	0.6	1.58
256.2036	0	act	0.36	18	right	err	0.41	1.16
266.2238	0	act	0.38	19	right	err	0.35	0.88
276.1838	0	act	0.4	20	right	cor	0.69	1.4
286.1044	0	act	0.4	20	right	cor	0.8	2.4
295.9808	0	act	0.46	19	right	cor	0.79	1.18
305.8226	0	act	0.44	19	left	cor	0.85	2.5
314.8984	0	act	0.46	18	left	cor	0.84	1.28
324.1998	0	act	0.44	18	left	cor	0.94	3.48
333.6384	0	act	0.4	17	left	cor	0.85	1.7
342.8994	0	act	0.36	17	right	cor	0.93	1.46
356.4604	0	obs	0.46	18	left	cor	0.8	1.2
365.7596	0	obs	0.5	19	left	cor	0.86	2.52
375.1018	0	obs	0.44	18	left	cor	0.86	3.32
384.5396	0	obs	0.38	19	right	cor	0.85	0.5
394.1986	0	obs	0.36	17	right	cor	0.72	1.04
403.7624	0	obs	0.44	19	left	cor	0.91	2.62
412.8364	0	obs	0.46	19	right	cor	0.9	1.4
422.677	0	obs	0.4	17	left	cor	0.9	1.8
431.9384	0	obs	0.38	19	right	err	0.22	1.14
441.9018	0	obs	0.4	20	right	cor	0.82	2.44
451.781	0	obs	0.36	18	right	err	0.43	1.12
462.8006	0	obs	0.4	20	right	cor	0.79	1.2
