onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.8648	0	act	0.44	16	left	cor	0.84	2.48
13.203	0	act	0.38	16	right	err	0.62	1.24
22.9842	0	act	0.36	17	left	cor	0.86	0.52
32.1078	0	act	0.48	17	left	cor	0.86	3.32
41.2672	0	act	0.4	16	right	cor	0.86	3.32
50.9644	0	act	0.3	16	right	err	0.47	1.74
60.5848	0	act	0.34	17	right	cor	0.84	0.48
70.5042	0	act	0.44	17	left	cor	0.84	1.28
79.8066	0	act	0.38	16	right	err	0.46	1.72
89.686	0	act-bad	0.58	17	left	err	0.13	1.32
99.1234	0	act	0.42	18	right	err	0.49	0.98
108.643	0	act	0.44	19	left	cor	0.84	1.28
121.6866	0	obs-bad	0.58	17	left	err	0.19	1.2
131.126	0	obs	0.48	17	left	cor	0.88	3.36
140.283	0	obs	0.42	18	right	err	0.27	0.54
149.8054	0	obs	0.44	17	left	cor	0.92	1.44
159.1018	0	obs	0.34	17	right	cor	0.94	0.68
169.0222	0	obs	0.38	16	right	err	0.26	1.32
178.9026	0	obs	0.3	16	right	err	0.42	1.64
188.525	0	obs	0.36	17	left	cor	0.91	0.62
197.6414	0	obs	0.38	16	right	err	0.26	0.52
207.4196	0	obs	0.44	16	left	cor	0.94	2.68
216.763	0	obs	0.4	16	right	cor	0.88	3.36
226.4648	0	obs	0.44	19	left	cor	0.84	1.28
239.5026	0	act	0.44	19	left	cor	0.85	3.7
248.7232	0	act	0.36	19	right	err	0.42	1.14
258.7438	0	act	0.4	20	left	cor	0.91	0.62
268.1218	0	act	0.38	20	left	cor	0.83	2.46
277.2034	0	act	0.38	19	left	cor	0.92	3.84
286.6828	0	act	0.32	19	right	cor	0.92	3.84
296.4232	0	act	0.36	18	left	cor	0.76	1.52
305.4224	0	act-bad	0.54	18	right	cor	0.14	1.3
315.38	0	act	0.38	17	right	cor	0.81	1.22
324.9402	0	act	0.3	17	left	cor	0.82	1.64
334.2016	0	act	0.38	16	right	cor	0.8	1.2
344.0388	0	act	0.36	16	right	err	0.3	2.18
357.7016	0	obs	0.44	19	left	cor	0.96	3.92
366.922	0	obs-bad	0.54	18	right	cor	0.88	3.36
376.8816	0	obs	0.3	17	left	cor	0.93	1.86
386.1418	0	obs	0.32	19	right	cor	0.83	3.66
395.881	0	obs	0.36	16	right	err	0.25	2.28
405.5378	0	obs	0.38	17	right	cor	0.83	1.26
415.101	0	obs	0.38	20	left	cor	0.8	2.4
424.1764	0	obs	0.4	20	left	cor	0.78	4.36
433.5576	0	obs	0.38	16	right	cor	0.78	1.16
443.3952	0	obs	0.38	19	left	cor	0.87	3.74
452.8774	0	obs	0.36	19	right	err	0.48	1.02
462.8998	0	obs	0.36	18	left	cor	0.93	1.86
