filename	acq_time	operator	randstr
func/sub-07_ses-001_task-main_run-001_bold.nii.gz	2017-06-16T13:59:12	n/a	;GXT?jZ-
func/sub-07_ses-001_task-main_run-002_bold.nii.gz	2017-06-16T14:06:27	n/a	B;=^35nV
anat/sub-07_ses-001_run-001_T1w.nii.gz	2017-06-16T14:18:32	n/a	6B8g2i@q
func/sub-07_ses-001_task-main_run-003_bold.nii.gz	2017-06-16T14:26:32	n/a	fLt'|9ad
func/sub-07_ses-001_task-main_run-004_bold.nii.gz	2017-06-16T14:41:12	n/a	MdVE-R'>
func/sub-07_ses-001_task-rest_run-001_bold.nii.gz	2017-06-16T14:46:27	n/a	a6C.WuO5
fmap/sub-07_ses-001_magnitude.nii.gz	2017-06-16T14:52:02	n/a	=OH$~<4Q
fmap/sub-07_ses-001_magnitude1.nii.gz	2017-06-16T14:52:02	n/a	NHp.X*:A
fmap/sub-07_ses-001_magnitude2.nii.gz	2017-06-16T14:52:02	n/a	"""<9R+A!="
