onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.2576	0	act-bad	0.52	11	right	cor	0.5	0.98
14.001	0	act	0.3	11	right	err	0.13	3.72
23.5204	0	act	0.36	12	right	cor	0.75	2.3
33.3974	0	act	0.28	12	left	err	0.2	1.2
42.48	0	act-bad	-0.02	13	right	err	-1	-0.02
52.4356	0	act	0.3	14	left	err	0.08	1.82
61.6572	0	act	0.36	15	left	err	0.2	1.58
71.1404	0	act	0.36	16	left	cor	0.79	4.38
80.2566	0	act	0.4	16	right	cor	0.91	1.82
90.0356	0	act	0.36	15	left	err	0.13	4.52
99.3762	0	act	0.38	16	right	cor	0.94	2.68
108.9964	0	act	0.36	16	left	err	0.2	2.38
122.3764	0	obs	0.36	16	left	cor	0.81	4.42
131.4948	0	obs	0.4	16	right	cor	0.92	1.84
141.277	0	obs	0.38	16	right	cor	0.95	2.7
150.8984	0	obs-bad	0.52	11	right	cor	-1	0.98
160.638	0	obs	0.3	14	left	err	0.04	1.9
169.8518	0	obs	0.36	15	left	err	0.07	0.64
179.1942	0	obs	0.36	16	left	err	0.23	2.32
188.5778	0	obs-bad	0.52	13	right	cor	0.8	3.2
198.5344	0	obs	0.36	15	left	err	0.36	2.72
208.0178	0	obs	0.36	12	right	cor	0.78	2.36
217.8944	0	obs	0.28	12	left	err	0.19	1.18
226.9778	0	obs	0.3	11	right	err	0.27	3.44
240.4968	0	act-bad	0.6	17	left	cor	0.68	2.96
249.6512	0	act	0.36	17	left	cor	0.69	0.98
258.6936	0	act	0.42	16	right	cor	0.81	1.16
268.6128	0	act	0.32	16	right	cor	0.69	0.6
278.6364	0	act	0.34	15	left	err	0.22	1.14
288.0728	0	act	0.38	16	right	cor	0.77	3.14
297.7732	0	act	0.4	16	right	cor	0.84	1.1
307.4356	0	act	0.44	15	left	err	0.08	3.82
316.4328	0	act-bad	0.56	16	left	err	0.17	3.64
325.6952	0	act	0.36	17	right	cor	0.76	1.12
335.5316	0	act	0.28	17	left	err	0.06	3.46
344.8348	0	act	0.4	18	right	cor	0.87	1.34
358.3946	0	obs	0.4	18	right	cor	0.95	1.5
367.9508	0	obs-bad	0.56	16	left	err	0.03	3.92
377.2144	0	obs	0.28	17	left	err	0.26	3.06
386.5148	0	obs	0.36	17	right	cor	0.94	1.48
396.3542	0	obs-bad	0.6	17	left	cor	0.72	3.04
405.5106	0	obs	0.36	17	left	cor	0.81	1.96
414.5538	0	obs	0.42	16	right	cor	0.83	1.12
424.4702	0	obs	0.34	15	left	err	0.44	2.48
433.9088	0	obs	0.32	16	right	cor	0.6	3.2
443.93	0	obs	0.44	15	left	err	0.43	3.12
452.9334	0	obs	0.38	16	right	cor	0.79	3.18
462.6278	0	obs	0.4	16	right	cor	0.75	4.3
