onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.8302	0	act-bad	0.76	17	left	cor	0.61	2.36
13.1296	0	act	0.34	17	left	err	0.15	1.68
22.61	0	act	0.3	18	right	err	0.38	1.22
32.6314	0	act	0.38	19	right	cor	0.81	1.62
42.4106	0	act	0.34	19	right	cor	0.82	2.44
52.034	0	act	0.36	18	right	cor	0.69	0.6
61.7734	0	act	0.32	18	right	cor	0.56	2.46
71.3324	0	act	0.32	17	left	err	0.22	1.14
80.49	0	act	0.4	18	left	cor	0.79	3.58
89.7086	0	act	0.36	18	left	cor	0.78	1.16
98.7516	0	act	0.38	17	left	cor	0.59	2.78
108.1902	0	act	0.34	17	right	cor	0.73	3.06
122.15	0	obs	0.38	17	left	cor	0.68	2.96
131.5892	0	obs	0.38	19	right	cor	0.92	1.84
141.3698	0	obs	0.34	17	left	err	0.29	1.4
150.8472	0	obs	0.36	18	right	cor	0.7	0.58
160.5874	0	obs	0.34	17	right	cor	0.49	0.6
170.5518	0	obs	0.3	18	right	err	0.23	1.52
180.5692	0	obs	0.32	18	right	cor	0.72	1.04
190.1286	0	obs	0.34	19	right	cor	0.81	2.42
199.746	0	obs	0.36	18	left	cor	0.83	1.26
208.7864	0	obs	0.32	17	left	err	0.52	0.54
217.9478	0	obs-bad	0.76	17	left	cor	0.86	1.32
227.2462	0	obs	0.4	18	left	cor	0.92	3.84
240.4676	0	act	0.4	16	right	cor	0.82	2.44
250.3458	0	act	0.38	16	left	cor	0.52	3.84
259.7272	0	act-bad	0.64	15	left	cor	0.58	2.82
268.9906	0	act	0.4	15	right	cor	0.7	1.4
278.5086	0	act	0.28	14	left	err	0.15	0.48
287.843	0	act	0.34	15	right	cor	0.66	0.92
297.6848	0	act	0.34	15	left	err	0.15	0.48
306.7642	0	act	0.46	16	right	cor	0.68	2.96
316.4632	0	act	0.32	16	right	cor	0.82	0.44
326.3876	0	act	0.38	15	right	cor	0.71	1.36
336.0428	0	act	0.3	15	left	err	0.27	0.54
345.0422	0	act	0.36	16	left	cor	0.8	0.4
358.1634	0	obs	0.38	15	right	cor	0.68	1.42
367.8256	0	obs	0.4	16	right	cor	0.85	2.5
377.7082	0	obs	0.46	16	right	cor	0.67	2.94
387.407	0	obs	0.4	15	right	cor	0.55	1.1
396.9278	0	obs-bad	0.64	15	left	cor	0.92	1.84
406.1854	0	obs	0.28	14	left	err	0.16	0.46
415.5246	0	obs	0.38	16	left	cor	0.57	1.64
424.9052	0	obs	0.36	16	left	cor	0.86	0.52
434.0224	0	obs	0.34	15	right	cor	0.71	1.02
443.8626	0	obs	0.3	15	left	err	0.74	1.48
452.8642	0	obs	0.34	15	left	err	0.13	0.52
461.9464	0	obs	0.32	16	right	cor	0.87	0.54
