onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.3662	0	act	0.36	20	right	err	0.05	3.48
14.2036	0	act	0.42	21	left	cor	0.94	1.88
23.461	0	act	0.38	21	left	cor	0.9	2.6
32.8064	0	act	0.36	20	left	cor	0.96	3.92
42.283	0	act	0.38	20	right	cor	0.47	0.94
51.803	0	act	0.36	19	left	cor	0.82	0.44
61.1824	0	act	0.36	19	left	err	0.06	0.66
70.263	0	act	0.42	20	left	cor	0.92	1.44
79.5634	0	act	0.4	20	right	cor	0.69	0.6
89.5838	0	act	0.36	19	left	cor	0.84	3.28
99.022	0	act	0.44	19	right	cor	0.98	3.96
108.7654	0	act	0.4	18	left	cor	0.71	3.42
121.9832	0	obs	0.38	20	right	cor	0.46	0.92
131.4994	0	obs	0.36	19	left	err	0.05	0.68
140.5818	0	obs	0.36	20	right	err	0.01	3.56
150.421	0	obs	0.36	19	left	cor	0.92	3.44
159.8594	0	obs	0.38	21	left	cor	0.85	2.5
169.204	0	obs	0.42	20	left	cor	0.78	1.16
178.5012	0	obs	0.36	19	left	cor	0.9	0.6
187.8838	0	obs	0.36	20	left	cor	0.96	3.92
197.36	0	obs	0.4	18	left	cor	0.93	3.86
206.5806	0	obs	0.42	21	left	cor	0.9	1.8
215.8376	0	obs	0.4	20	right	cor	0.94	3.88
225.8632	0	obs	0.44	19	right	cor	0.93	3.86
239.6026	0	act	0.32	18	left	err	0.01	1.62
248.7622	0	act	0.42	19	right	cor	0.89	2.58
258.3794	0	act	0.4	19	left	cor	0.72	1.04
267.4168	0	act	0.42	18	left	cor	0.96	1.92
276.417	0	act	0.46	18	right	cor	0.92	3.44
286.1184	0	act	0.4	17	right	cor	0.9	2.6
296.0018	0	act	0.44	17	right	cor	0.88	4.56
305.6562	0	act	0.42	16	right	cor	0.88	3.36
315.6216	0	act	0.48	16	right	cor	0.93	0.66
325.5362	0	act	0.46	15	left	cor	0.5	1.78
334.6584	0	act	0.42	15	right	cor	0.72	1.04
344.2178	0	act-bad	0.52	14	right	cor	0.63	2.72
357.9954	0	obs-bad	0.42	19	right	cor	-1	2.58
367.618	0	obs	0.32	18	left	err	0.01	1.62
376.7772	0	obs	0.46	18	right	cor	0.94	3.48
386.4776	0	obs	0.46	15	left	cor	0.66	1.46
395.5968	0	obs	0.42	18	left	cor	0.93	1.86
404.5972	0	obs-bad	0.52	14	right	cor	0.93	1.86
414.3796	0	obs	0.4	17	right	cor	0.98	2.76
424.2584	0	obs	0.48	16	right	cor	0.96	0.72
434.1764	0	obs	0.42	15	right	cor	0.86	1.32
443.7358	0	obs	0.44	17	right	cor	0.89	0.58
453.3992	0	obs	0.4	19	left	cor	0.8	1.2
462.4336	0	obs	0.42	16	right	cor	0.87	3.34
