onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.555	0	act	0.44	17	left	cor	0.77	1.14
12.5952	0	act	0.32	17	right	err	0.27	2.24
22.5148	0	act	0.44	18	left	cor	0.58	0.82
31.997	0	act	0.36	18	right	err	0.13	0.52
41.6176	0	act	0.4	19	right	cor	0.85	1.3
51.1768	0	act	0.5	19	left	cor	0.76	0.46
60.394	0	act	0.36	18	left	cor	0.72	2.24
69.4766	0	act	0.34	18	left	cor	0.88	0.56
78.854	0	act	0.32	17	left	cor	0.78	2.36
88.1962	0	act	0.34	17	right	err	0.19	1.6
98.2136	0	act	0.42	18	right	cor	0.84	0.48
107.876	0	act	0.34	18	left	cor	0.84	1.68
121.136	0	obs	0.32	17	left	cor	0.56	1.92
130.4732	0	obs	0.4	19	right	cor	0.86	1.32
140.0356	0	obs	0.34	18	left	cor	0.54	1.08
149.291	0	obs	0.34	18	left	cor	0.53	1.72
158.674	0	obs	0.36	18	right	err	0.14	0.5
168.2926	0	obs	0.34	17	right	err	0.39	1.2
178.312	0	obs	0.32	17	right	err	0.05	2.68
188.2324	0	obs	0.44	17	left	cor	0.79	1.18
197.2718	0	obs	0.36	18	left	cor	0.49	1.78
206.3542	0	obs	0.5	19	left	cor	0.88	3.76
215.5716	0	obs	0.42	18	right	cor	0.95	0.7
225.231	0	obs	0.44	18	left	cor	0.55	0.88
238.7114	0	act	0.48	17	left	cor	0.74	1.08
248.0124	0	act	0.5	17	right	cor	0.72	0.54
257.751	0	act	0.32	16	right	err	0.15	0.48
267.6304	0	act	0.34	17	left	err	0.82	0.44
276.7508	0	act-bad	0.52	18	right	cor	0.61	2.76
286.2732	0	act	0.46	18	left	cor	0.57	0.44
295.7126	0	act	0.32	17	left	cor	0.54	0.5
304.87	0	act	0.34	17	right	cor	0.78	3.16
314.8324	0	act	0.36	16	right	cor	0.77	1.54
324.6098	0	act-bad	0.52	16	right	cor	0.79	1.18
334.452	0	act	0.38	15	left	cor	0.86	1.72
343.4494	0	act	0.48	15	right	err	0.24	1.1
357.1486	0	obs	0.48	17	left	cor	0.77	1.14
366.4514	0	obs	0.38	15	left	cor	0.81	1.62
375.4488	0	obs	0.36	16	right	cor	0.56	1.12
385.23	0	obs	0.32	17	left	cor	0.61	2.82
394.3886	0	obs	0.34	17	right	cor	0.54	0.5
404.348	0	obs	0.5	17	right	cor	0.9	3.8
414.0886	0	obs-bad	0.52	18	right	cor	0.68	1.36
423.608	0	obs	0.34	17	left	err	0.26	2.26
432.7282	0	obs	0.46	18	left	cor	0.53	0.52
442.1676	0	obs	0.48	15	right	err	0.21	1.16
451.87	0	obs	0.32	16	right	err	0.08	0.96
461.7474	0	obs-bad	0.52	16	right	cor	0.82	1.24
