onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.0898	0	act-bad	0.52	15	right	err	0.61	0.82
13.6528	0	act	0.34	16	right	cor	0.55	0.48
23.6096	0	act	0.32	16	right	cor	0.82	1.64
33.3922	0	act	0.3	15	right	cor	0.85	0.5
43.3094	0	act	0.26	15	left	cor	0.73	0.52
52.7918	0	act-bad	0.52	14	left	cor	0.82	2.44
61.8694	0	act	0.36	14	left	cor	0.84	0.48
70.9886	0	act	0.26	13	right	err	0.43	1.66
80.6042	0	act	0.34	14	right	cor	0.56	0.46
90.3082	0	act-bad	0.54	14	right	err	0.38	1.56
100.1878	0	act	0.3	15	right	cor	0.76	1.52
109.706	0	act	0.28	15	left	cor	0.71	0.56
122.9276	0	obs-bad	0.52	14	left	cor	0.83	2.46
132.0112	0	obs	0.28	15	left	cor	0.72	0.54
141.2306	0	obs	0.36	14	left	cor	0.85	0.5
150.3478	0	obs	0.34	14	right	cor	0.54	0.5
160.0504	0	obs	0.3	15	right	cor	0.84	1.68
169.5666	0	obs	0.3	15	right	cor	0.85	0.5
179.4872	0	obs	0.26	15	left	cor	0.74	0.5
188.9642	0	obs-bad	0.52	15	right	err	0.44	0.48
198.5298	0	obs	0.32	16	right	cor	0.93	1.86
208.3062	0	obs-bad	0.54	14	right	err	0.16	0.46
218.1866	0	obs	0.34	16	right	cor	0.56	0.46
228.149	0	obs	0.26	13	right	err	0.11	0.56
241.7654	0	act	0.26	14	left	err	0.18	1.22
251.2058	0	act	0.4	15	right	err	0.4	1.98
260.8654	0	act-bad	0.56	16	left	cor	0.79	0.38
270.2456	0	act-bad	0.04	16	right	err	0.75	0.48
280.265	0	act	0.32	17	right	cor	0.77	0.44
290.0056	0	act	0.32	17	left	err	0.4	1.6
299.3444	0	act	0.32	18	left	cor	0.55	0.48
308.5052	0	act-bad	0.56	18	left	cor	0.49	0.58
317.8076	0	act	0.42	17	right	cor	0.74	1.08
327.6468	0	act	0.36	17	left	err	0.43	0.46
336.6824	0	act	0.28	18	left	cor	0.83	1.66
345.9436	0	act	0.3	18	left	cor	0.7	1.4
358.9472	0	obs	0.26	14	left	err	0.25	1.08
368.3834	0	obs-bad	0.56	18	left	cor	0.89	1.38
377.684	0	obs	0.32	17	right	cor	0.72	0.54
387.4264	0	obs-bad	0.04	16	right	err	0.54	0.9
397.4458	0	obs	0.32	17	left	err	0.59	3.6
406.7862	0	obs	0.4	15	right	err	0.07	2.64
416.4426	0	obs-bad	0.56	16	left	cor	0.92	0.64
425.8262	0	obs	0.42	17	right	cor	0.91	1.42
435.6652	0	obs	0.28	18	left	cor	0.76	1.52
444.926	0	obs	0.3	18	left	cor	0.9	1.8
453.9252	0	obs	0.36	17	left	err	0.17	3.24
462.9654	0	obs	0.32	18	left	cor	0.56	0.46
