onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.9728	0	act-bad	-0.02	8	left	err	0.11	5.36
13.4146	0	act	0.44	9	left	cor	0.98	0.76
22.7952	0	act	0.36	9	right	cor	0.94	1.88
32.3114	0	act	0.32	8	right	err	0.66	2.12
41.932	0	act	0.4	9	right	err	0.98	0.76
51.8544	0	act	0.44	10	left	cor	0.93	0.66
60.9718	0	act-bad	0.52	10	right	cor	0.21	3.16
70.534	0	act-bad	0.64	9	left	cor	0.09	2.18
79.7544	0	act	0.4	9	right	cor	0.8	3.2
89.7136	0	act	0.3	8	right	cor	0.71	3.02
99.4132	0	act	0.34	8	right	cor	0.75	2.3
109.2938	0	act	0.32	7	right	err	0.55	0.88
123.0332	0	obs	0.36	9	right	cor	0.86	1.72
132.5508	0	obs	0.44	9	left	cor	0.95	0.7
141.933	0	obs	0.4	9	right	cor	0.27	1.04
151.8876	0	obs	0.3	8	right	cor	0.77	3.14
161.593	0	obs	0.32	8	right	err	0.54	3.7
171.212	0	obs	0.32	7	right	err	0.02	1.94
180.95	0	obs	0.34	8	right	cor	0.99	2.82
190.8322	0	obs-bad	0.64	9	left	cor	0.68	3.36
200.0524	0	obs-bad	0.52	8	left	cor	0.28	5.02
209.4918	0	obs-bad	0.52	10	right	cor	0.9	1.4
219.0474	0	obs	0.44	10	left	cor	0.56	1.66
228.1694	0	obs	0.4	9	right	err	0.2	2.38
242.0892	0	act	0.38	8	right	cor	0.53	2.52
251.9264	0	act	0.38	8	left	err	0.23	3.52
261.1908	0	act	0.4	9	left	cor	0.93	1.46
270.488	0	act	0.38	9	left	cor	0.95	3.5
279.6474	0	act	0.36	8	left	cor	0.95	2.7
288.7278	0	act	0.46	8	left	cor	0.97	1.94
297.7302	0	act-bad	0.54	7	left	cor	0.5	3
307.2076	0	act	0.34	7	left	cor	0.75	1.1
316.2468	0	act	0.34	6	right	cor	0.78	3.56
326.2654	0	act	0.32	6	right	err	0.59	1.18
336.048	0	act	0.34	7	right	cor	0.91	0.62
345.709	0	act	0.3	7	left	err	0.06	0.66
359.0498	0	obs	0.32	6	right	err	0.38	4.76
368.8262	0	obs-bad	0.54	7	left	cor	0.06	1.86
378.3096	0	obs	0.46	8	left	cor	0.98	1.96
387.3088	0	obs	0.36	8	left	cor	0.84	2.48
396.379	0	obs-bad	0.38	8	right	cor	-1	2.52
406.2288	0	obs	0.3	7	left	err	0.62	2.04
415.565	0	obs	0.38	9	left	cor	0.99	3.62
424.7256	0	obs	0.4	9	left	cor	0.62	2.34
434.0256	0	obs	0.34	7	left	cor	0.38	2.82
443.0652	0	obs	0.38	8	left	err	0.03	3.92
452.3256	0	obs-bad	0.34	6	right	cor	-1	3.56
462.345	0	obs	0.34	7	right	cor	0.97	0.74
