filename	acq_time	operator	randstr
func/sub-10_ses-001_task-main_run-001_bold.nii.gz	2017-06-29T15:05:45	n/a	0Fu*N_EL
anat/sub-10_ses-001_run-001_T1w.nii.gz	2017-06-29T15:12:51	n/a	kJ-5t4id
func/sub-10_ses-001_task-main_run-002_bold.nii.gz	2017-06-29T15:22:11	n/a	cbIN-8W6
func/sub-10_ses-001_task-main_run-003_bold.nii.gz	2017-06-29T15:27:31	n/a	a]/XY8<F
func/sub-10_ses-001_task-rest_run-001_bold.nii.gz	2017-06-29T15:37:51	n/a	Zb;=HRCd
func/sub-10_ses-001_task-main_run-004_bold.nii.gz	2017-06-29T15:44:31	n/a	|mrBfE(j
func/sub-10_ses-001_task-main_run-005_bold.nii.gz	2017-06-29T15:54:11	n/a	6<saTU_b
fmap/sub-10_ses-001_magnitude1.nii.gz	2017-06-29T16:02:51	n/a	mJl^6quG
fmap/sub-10_ses-001_magnitude2.nii.gz	2017-06-29T16:02:51	n/a	,\$+yI?.
fmap/sub-10_ses-001_magnitude.nii.gz	2017-06-29T16:02:52	n/a	+)uoSU`0
func/sub-10_ses-001_task-main_run-006_bold.nii.gz	2017-06-29T16:09:11	n/a	XFAE<tqd
