onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.2278	0	act	0.5	16	right	err	0.62	2.84
13.928	0	act	0.46	17	right	cor	0.86	3.72
23.9504	0	act	0.5	17	left	cor	0.83	1.66
32.9508	0	act-bad	0.64	16	left	cor	0.67	2.64
42.21	0	act	0.34	16	right	cor	0.88	3.76
51.9488	0	act	0.3	15	left	cor	0.76	3.52
61.167	0	act	0.4	15	left	err	0.19	3.2
70.4702	0	act	0.32	16	right	err	0.18	3.22
80.3096	0	act	0.42	17	right	cor	0.91	4.62
90.227	0	act	0.44	17	right	cor	0.94	1.88
99.7496	0	act	0.42	16	left	cor	0.82	3.64
109.2288	0	act-bad	0.54	16	right	cor	0.73	1.06
122.7896	0	obs	0.42	17	right	cor	0.67	1.44
132.709	0	obs	0.44	17	right	cor	0.86	1.72
142.2294	0	obs	0.3	15	left	cor	0.9	3.8
151.449	0	obs	0.5	17	left	cor	0.92	1.84
160.4492	0	obs	0.34	16	right	cor	0.92	3.84
170.1854	0	obs	0.4	15	left	err	0.07	3.44
179.4848	0	obs	0.5	16	right	err	0.14	1.3
189.188	0	obs	0.46	17	right	cor	0.93	3.86
199.2046	0	obs	0.42	16	left	cor	0.82	3.64
208.688	0	obs	0.32	16	right	err	0.2	3.18
218.5244	0	obs-bad	0.64	16	left	cor	0.86	1.72
227.788	0	obs-bad	0.54	16	right	cor	0.72	5.04
241.3472	0	act	0.44	15	left	cor	0.87	2.54
250.6866	0	act-bad	0.66	15	left	cor	0.61	2.82
260.1268	0	act	0.3	14	right	cor	0.6	1.2
269.9064	0	act	0.46	14	right	cor	0.85	3.3
279.8638	0	act	0.44	13	right	cor	0.79	2.38
289.743	0	act-bad	0.6	13	right	cor	0.67	2.14
299.3666	0	act	0.32	12	left	err	0.08	2.62
308.7434	0	act	0.4	13	right	err	0.13	2.52
318.4034	0	act	0.46	14	left	err	0.55	2.7
327.5656	0	act	0.44	15	left	cor	0.89	0.58
336.682	0	act	0.42	15	left	cor	0.81	2.42
345.7628	0	act	0.46	14	left	cor	0.76	1.12
358.8022	0	obs	0.46	14	right	cor	0.48	0.62
368.7656	0	obs	0.46	14	left	err	0.33	0.92
377.9226	0	obs	0.4	13	right	err	0.27	2.24
387.5824	0	obs	0.44	15	left	cor	0.74	2.28
396.9244	0	obs	0.44	13	right	cor	0.83	2.46
406.8038	0	obs-bad	0.6	13	right	cor	0.82	2.44
416.4246	0	obs	0.32	12	left	err	0.19	2.4
425.8014	0	obs-bad	0.66	15	left	cor	0.91	3.42
435.2442	0	obs	0.46	14	left	cor	0.88	1.36
444.2812	0	obs	0.3	14	right	cor	0.69	1.38
454.0616	0	obs	0.42	15	left	cor	0.93	2.66
463.1402	0	obs	0.44	15	left	cor	0.82	4.44
