onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.9734	0	act	0.42	10	left	cor	0.66	0.66
13.4128	0	act	0.36	10	right	cor	0.71	2.22
22.4912	0	act-bad	0.54	9	left	cor	0.47	3.74
32.0506	0	act-bad	0.52	9	left	cor	0.69	1.38
41.0528	0	act-bad	0.68	8	left	err	0.62	2.84
50.5322	0	act	0.36	9	left	err	0.17	2.44
59.7926	0	act	0.44	10	left	cor	0.67	0.94
68.9098	0	act	0.4	10	right	cor	0.85	1.7
78.7524	0	act	0.36	9	left	err	0.11	1.36
88.1316	0	act	0.32	10	right	err	0.17	2.44
97.1752	0	act	0.36	11	right	cor	0.84	1.28
106.9094	0	act	0.42	11	left	cor	0.67	2.14
120.2542	0	obs	0.32	10	right	err	0.16	2.46
129.6916	0	obs	0.36	9	left	err	0.67	1.44
139.5306	0	obs	0.42	11	left	cor	0.84	2.48
148.5292	0	obs-bad	0.68	8	left	err	0.85	3.3
157.9086	0	obs	0.44	10	left	cor	0.68	0.96
167.0308	0	obs-bad	0.54	9	left	cor	0.41	1.96
176.3708	0	obs	0.42	10	left	cor	0.64	3.28
185.8508	0	obs	0.36	11	right	cor	0.83	1.26
194.93	0	obs	0.36	10	right	cor	0.99	2.78
203.9704	0	obs	0.4	10	right	cor	0.89	1.78
213.2278	0	obs-bad	0.52	9	left	cor	0.95	1.9
222.969	0	obs	0.36	9	left	err	0.54	2.68
236.5298	0	act	0.5	10	right	cor	0.79	3.58
246.407	0	act	0.44	10	right	cor	0.81	3.22
255.9296	0	act	0.32	9	right	err	0.16	1.66
265.2282	0	act-bad	0.78	10	right	cor	0.71	1.36
274.452	0	act	0.3	10	left	err	0.43	1.12
283.6116	0	act	0.34	11	right	err	0.01	1.62
293.5708	0	act	0.4	12	right	cor	0.96	2.72
303.5882	0	act	0.3	12	right	cor	0.96	1.52
313.2894	0	act-bad	0.56	11	left	cor	0.96	1.52
322.9482	0	act	0.5	11	left	cor	0.66	2.12
332.8676	0	act	0.46	10	right	cor	0.95	1.9
342.4878	0	act	0.32	10	left	err	0.66	1.32
356.2656	0	obs	0.32	10	left	err	0.32	3.34
365.49	0	obs	0.5	10	right	cor	0.79	3.58
375.5076	0	obs-bad	0.56	11	left	cor	0.98	1.56
385.4668	0	obs	0.46	10	right	cor	0.62	1.24
394.6252	0	obs-bad	0.78	10	right	cor	0.95	0.7
404.1446	0	obs	0.5	11	left	cor	0.53	1.86
413.4472	0	obs	0.32	9	right	err	0.04	1.9
423.1464	0	obs	0.3	10	left	err	0.57	3.14
432.8052	0	obs	0.34	11	right	err	0.02	1.64
442.5892	0	obs	0.3	12	right	cor	0.99	1.58
452.5088	0	obs	0.4	12	right	cor	0.97	2.86
462.126	0	obs	0.44	10	right	cor	0.83	3.26
