onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.0072	0	act	0.38	11	right	cor	0.69	1.38
13.4854	0	act	0.44	11	right	cor	0.69	2.18
23.3666	0	act-bad	0.48	10	left	cor	0.73	1.46
32.4902	0	act-bad	0.34	10	left	err	0.31	0.96
41.4896	0	act-bad	0.54	11	left	err	0.52	1.74
50.927	0	act	0.48	12	right	cor	0.68	0.62
60.3064	0	act	0.3	12	left	err	0.42	1.14
69.6086	0	act	0.3	13	left	err	0.32	2.94
79.3862	0	act	0.36	14	left	err	0.21	1.16
88.5494	0	act	0.38	15	right	err	0.13	3.72
98.2088	0	act	0.3	16	right	cor	0.99	1.58
107.7686	0	act	0.3	16	right	cor	0.82	3.24
121.1038	0	obs	0.48	12	right	cor	0.65	3.3
130.768	0	obs	0.44	11	right	cor	0.92	2.64
140.1436	0	obs	0.36	14	left	err	0.58	2.76
149.4878	0	obs-bad	0.34	10	left	err	0.55	0.48
158.9234	0	obs	0.38	15	right	err	0.25	3.48
168.2248	0	obs-bad	0.54	11	left	err	0.33	2.12
177.3432	0	obs	0.48	10	left	cor	0.62	1.24
186.8274	0	obs	0.3	12	left	err	0.09	1.8
196.384	0	obs	0.3	16	right	cor	0.92	3.44
206.2644	0	obs	0.38	11	right	cor	0.94	1.88
216.0466	0	obs-bad	0.3	16	right	cor	0.98	1.64
225.044	0	obs	0.3	13	left	err	0.47	2.64
238.2034	0	act-bad	0.52	15	left	cor	0.77	1.14
247.9438	0	act	0.32	15	right	cor	0.96	1.52
257.6462	0	act	0.34	14	right	cor	0.9	3.8
267.666	0	act-bad	0.32	14	right	cor	0.77	2.34
277.583	0	act	0.36	13	right	cor	0.95	0.7
286.8028	0	act	0.36	13	right	cor	0.74	1.3
296.7658	0	act	0.48	12	left	cor	0.75	1.5
306.3824	0	act-bad	0.9	12	left	err	0.26	1.46
316.2226	0	act-bad	0.3	13	right	cor	0.16	1.26
325.2618	0	act	0.36	13	left	err	0.04	0.7
334.3454	0	act	0.34	14	left	err	0.06	0.66
343.8648	0	act-bad	0.7	15	left	cor	0.9	0.6
357.1214	0	obs-bad	0.9	12	left	err	0.65	0.68
366.3848	0	obs-bad	0.52	15	left	cor	0.87	1.34
376.121	0	obs-bad	0.34	14	right	cor	0.97	3.94
385.1614	0	obs	0.36	13	right	cor	0.91	0.62
394.684	0	obs-bad	0.7	15	left	cor	0.93	0.66
404.6044	0	obs	0.36	13	right	cor	0.94	0.68
413.6806	0	obs	0.32	15	right	cor	0.7	1
423.7	0	obs	0.48	12	left	cor	0.86	1.72
432.9182	0	obs	0.32	14	right	cor	0.98	2.76
442.88	0	obs	0.36	13	left	err	0.01	0.76
452.7232	0	obs	0.34	14	left	err	0.57	1.94
462.3426	0	obs	0.3	13	right	cor	0.76	3.12
