onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.8676	0	act	0.3	6	left	err	0.39	1.58
13.2078	0	act	0.36	7	right	err	0.11	1.04
22.8304	0	act-bad	0.58	8	left	cor	0.5	2.98
32.0906	0	act	0.3	8	right	cor	0.55	0.48
42.047	0	act	0.34	7	right	cor	0.64	2.08
51.9266	0	act	0.4	7	right	cor	0.54	0.5
61.6268	0	act	0.32	6	left	cor	0.69	0.98
70.6676	0	act	0.34	6	right	cor	0.79	1.2
80.3276	0	act	0.38	5	right	cor	0.48	0.56
89.886	0	act	0.34	5	left	cor	0.37	2.84
99.1862	0	act	0.4	4	left	err	0.53	1.72
108.5658	0	act	0.34	5	left	cor	0.53	1.06
121.5654	0	obs	0.32	6	left	cor	0.51	0.62
130.6058	0	obs-bad	0.58	8	left	cor	0.31	3.36
139.8652	0	obs	0.34	5	left	cor	0.37	2.84
149.1686	0	obs	0.36	7	right	err	0.38	1.56
158.7878	0	obs	0.38	5	right	cor	0.65	0.9
168.3456	0	obs	0.3	8	right	cor	0.74	3.08
178.3046	0	obs	0.4	7	right	cor	0.71	3.02
188.005	0	obs	0.4	4	left	err	0.49	1.8
197.3842	0	obs	0.34	5	left	cor	0.47	0.94
206.3876	0	obs	0.34	7	right	cor	0.73	2.26
216.2672	0	obs	0.3	6	left	err	0.47	1.74
225.6034	0	obs	0.34	6	right	cor	0.67	1.44
239.267	0	act	0.26	5	left	err	0.38	2.36
248.7014	0	act	0.34	6	right	cor	0.61	1.22
258.2256	0	act	0.3	6	left	cor	0.53	1.72
267.3464	0	act	0.28	5	right	cor	0.63	4.06
277.2666	0	act	0.46	5	right	cor	0.72	0.54
287.283	0	act	0.4	4	left	cor	0.36	1.52
296.3654	0	act-bad	-0.02	4	right	err	-1	-0.02
306.2026	0	act	0.28	5	right	cor	0.65	5.3
315.982	0	act	0.36	5	left	cor	0.55	0.48
325.1454	0	act	0.3	4	left	err	0.15	1.68
334.6216	0	act	0.38	5	right	cor	0.66	0.66
344.3652	0	act-bad	0.6	5	left	cor	0.59	3.18
357.585	0	obs	0.3	4	left	err	0.52	0.94
367.0626	0	obs	0.26	5	left	err	0.47	0.64
376.5046	0	obs	0.28	5	right	cor	0.65	1.3
386.284	0	obs	0.38	5	right	cor	0.59	0.8
396.0214	0	obs	0.4	4	left	cor	0.35	1.5
405.101	0	obs-bad	0.52	4	right	cor	0.63	2.32
414.941	0	obs	0.3	6	left	cor	0.66	1.46
424.0636	0	obs	0.34	6	right	cor	0.63	1.26
433.5808	0	obs	0.36	5	left	cor	0.6	2.8
442.7432	0	obs	0.46	5	right	cor	0.66	3.32
452.7628	0	obs	0.28	5	right	cor	0.55	1.68
462.68	0	obs-bad	0.6	5	left	cor	0.62	3.24
