onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.374	0	act	0.4	7	right	cor	0.51	0.62
14.2136	0	act	0.42	7	right	cor	0.6	1.58
24.131	0	act	0.4	6	right	cor	0.67	2.14
33.7526	0	act	0.36	6	left	cor	0.7	1.4
43.0136	0	act	0.36	5	left	err	0.32	2.14
52.393	0	act	0.36	6	right	cor	0.55	1.1
62.1724	0	act	0.38	6	right	cor	0.29	1
72.1328	0	act	0.38	5	left	err	0.46	3.06
81.1322	0	act	0.46	6	right	cor	0.53	0.92
91.1526	0	act	0.44	6	left	cor	0.68	0.96
100.452	0	act	0.48	5	right	err	0.5	1.8
110.3322	0	act	0.48	6	left	cor	0.68	0.62
123.8094	0	obs	0.48	5	right	err	0.33	4.12
133.6886	0	obs	0.44	6	left	cor	0.75	1.1
142.9918	0	obs	0.4	6	right	cor	0.69	2.18
152.6112	0	obs	0.4	7	right	cor	0.48	0.56
162.4518	0	obs	0.36	6	right	cor	0.53	1.06
172.228	0	obs	0.38	5	left	err	0.28	3.42
181.2316	0	obs	0.38	6	right	cor	0.65	2.9
191.1876	0	obs	0.42	7	right	cor	0.73	1.32
201.1072	0	obs	0.46	6	right	cor	0.59	3.18
211.1306	0	obs	0.48	6	left	cor	0.79	3.58
220.6068	0	obs	0.36	5	left	err	0.52	1.74
229.9874	0	obs	0.36	6	left	cor	0.48	0.96
243.2496	0	act-bad	0.66	6	right	err	0.53	2.52
252.8074	0	act-bad	0.52	7	left	cor	0.55	3.68
262.1496	0	act	0.28	7	left	err	0.23	1.12
271.3088	0	act	0.28	8	right	err	0.08	3.82
280.8264	0	act	0.34	9	right	cor	0.81	3.22
290.5254	0	act	0.34	9	right	err	0.48	1.02
300.2656	0	act	0.38	10	right	cor	0.88	0.56
309.9252	0	act	0.42	10	left	cor	0.67	1.44
319.0476	0	act	0.44	9	left	cor	0.64	2.88
328.4882	0	act	0.28	9	left	err	0.17	4.44
337.5688	0	act	0.34	10	left	cor	0.76	0.46
346.788	0	act	0.4	10	left	cor	0.59	0.78
359.8274	0	obs	0.28	9	left	err	0.41	1.62
368.9058	0	obs	0.44	9	left	cor	0.5	0.58
378.3472	0	obs	0.34	9	right	cor	0.67	2.94
388.0448	0	obs	0.34	9	right	err	0.35	1.28
397.7842	0	obs	0.34	10	left	cor	0.7	0.58
407.0046	0	obs	0.28	7	left	err	0.47	0.64
416.1638	0	obs-bad	0.66	6	right	err	0.36	2.86
425.7246	0	obs	0.28	8	right	err	0.37	3.24
435.2466	0	obs	0.38	10	right	cor	0.66	4.12
444.907	0	obs	0.4	10	left	cor	0.6	0.8
453.9464	0	obs-bad	0.52	7	left	cor	0.44	1.68
463.284	0	obs	0.42	10	left	cor	0.83	1.12
