onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.8658	0	act-bad	0.52	10	left	cor	0.64	2.08
13.2032	0	act	0.26	10	left	err	0.57	2.74
22.6406	0	act	0.32	11	left	cor	0.68	0.96
31.686	0	act	0.42	11	left	cor	0.61	3.22
41.1654	0	act-bad	0.64	10	right	cor	0.59	2.78
50.8658	0	act	0.3	10	left	err	0.53	1.86
59.945	0	act	0.32	11	left	cor	0.66	1.46
69.0626	0	act	0.44	11	right	cor	0.74	2.28
78.9418	0	act	0.42	10	right	cor	0.79	1.18
88.7814	0	act	0.4	10	left	err	0.69	0.98
98.0816	0	act	0.42	11	left	cor	0.63	3.26
107.299	0	act	0.28	11	right	err	0.09	1.4
121.2616	0	obs	0.26	10	left	err	0.7	3
130.701	0	obs	0.42	10	right	cor	0.96	1.52
140.5432	0	obs	0.42	11	left	cor	0.49	1
150.0208	0	obs	0.3	10	left	err	0.67	2.14
159.1002	0	obs	0.44	11	right	cor	0.95	2.7
168.9806	0	obs	0.28	11	right	err	0.03	1.52
178.94	0	obs-bad	0.64	10	right	cor	0.85	3.3
188.6404	0	obs	0.32	11	left	cor	0.8	1.2
197.6798	0	obs	0.32	11	left	cor	0.98	0.84
206.8	0	obs-bad	0.52	10	left	cor	0.92	2.64
216.1394	0	obs	0.42	11	left	cor	0.92	3.84
225.3596	0	obs	0.4	10	left	err	0.5	2.58
238.659	0	act	0.42	12	left	cor	0.66	1.32
247.6614	0	act	0.32	12	right	err	0.04	1.9
257.399	0	act	0.4	13	right	cor	0.73	1.06
266.9582	0	act	0.4	13	right	cor	0.69	1.4
276.6188	0	act	0.42	12	right	cor	0.76	1.26
286.5412	0	act	0.32	12	right	cor	0.8	2.4
296.1586	0	act	0.38	11	right	cor	0.75	3.5
306.1778	0	act	0.32	11	right	cor	0.81	1.62
315.9574	0	act	0.32	10	left	err	0.6	2.8
325.121	0	act-bad	0.66	11	right	cor	0.7	2.58
334.6372	0	act	0.38	11	left	err	0.01	2.82
344.0174	0	act	0.38	12	left	cor	0.73	1.46
357.277	0	obs	0.32	10	left	err	0.47	0.64
366.4376	0	obs-bad	0.66	11	right	cor	0.9	1.8
375.9568	0	obs	0.38	11	right	cor	0.9	3.8
385.9762	0	obs	0.32	12	right	err	0.88	3.76
395.7166	0	obs	0.38	11	left	err	0.06	2.66
405.096	0	obs	0.38	12	left	cor	0.85	1.7
414.3594	0	obs-bad	0.42	12	left	cor	-1	1.32
423.356	0	obs	0.4	13	right	cor	0.8	1.2
432.9162	0	obs	0.42	12	right	cor	0.99	0.78
442.8356	0	obs	0.32	12	right	cor	0.96	2.88
452.459	0	obs	0.32	11	right	cor	0.89	1.78
462.2354	0	obs	0.4	13	right	cor	0.95	0.9
