onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.7444	0	act-bad	0.58	7	left	cor	0.58	0.82
12.9648	0	act	0.4	7	left	err	0.5	1
22.224	0	act	0.5	8	left	cor	0.56	1.12
31.2246	0	act	0.38	8	right	cor	0.48	0.62
41.1838	0	act	0.44	7	left	err	0.54	1.88
50.2578	0	act-bad	0.62	8	left	cor	0.54	1.7
59.644	0	act	0.34	8	left	err	0.54	1.7
68.7642	0	act	0.48	9	right	err	0.56	1.12
78.283	0	act	0.48	10	right	cor	0.75	2.3
87.8972	0	act	0.32	10	right	cor	0.7	1
97.4632	0	act	0.5	9	left	err	0.42	2.74
106.5024	0	act-bad	0.52	10	right	cor	0.55	1.68
120.4232	0	obs	0.48	9	right	err	0.28	3.42
129.9374	0	obs	0.32	10	right	cor	0.73	1.06
139.503	0	obs-bad	0.62	8	left	cor	0.56	1.66
148.8826	0	obs	0.4	7	left	err	0.49	0.98
158.1368	0	obs-bad	0.58	7	left	cor	0.33	1.32
167.362	0	obs	0.44	7	left	err	0.66	2.12
176.4412	0	obs	0.34	8	left	err	0.58	1.62
185.5614	0	obs	0.5	8	left	cor	0.6	1.2
194.556	0	obs-bad	0.52	10	right	cor	0.56	1.66
204.4818	0	obs	0.48	10	right	cor	0.78	2.36
214.1012	0	obs	0.5	9	left	err	0.63	0.86
223.1412	0	obs	0.38	8	right	cor	0.64	2.88
237.1004	0	act	0.48	10	left	cor	0.74	2.28
246.44	0	act-bad	0.56	10	left	err	0.68	2.96
255.8774	0	act	0.46	11	right	cor	0.69	3.38
265.6198	0	act	0.38	11	right	err	0.25	3.08
275.46	0	act	0.34	12	right	cor	0.81	4.42
285.1196	0	act-bad	0.54	12	right	cor	0.68	3.36
295.1336	0	act	0.34	11	right	cor	0.7	1.4
304.9194	0	act	0.38	11	left	err	0.31	2.96
314.2198	0	act	0.42	12	right	cor	0.71	2.22
324.0988	0	act	0.36	12	left	err	0.39	1.2
333.5782	0	act	0.42	13	right	cor	0.86	3.32
343.2788	0	act	0.38	13	left	err	0.53	2.66
356.4386	0	obs	0.42	13	right	cor	0.71	3.02
366.1362	0	obs	0.42	12	right	cor	0.74	2.28
376.0186	0	obs-bad	0.54	12	right	cor	0.73	3.46
386.0328	0	obs	0.38	13	left	err	0.32	0.94
395.1978	0	obs	0.36	12	left	err	0.38	1.22
404.6772	0	obs	0.38	11	right	err	0.08	3.42
414.5128	0	obs	0.34	12	right	cor	0.74	1.3
424.177	0	obs	0.34	11	right	cor	0.72	1.44
433.9512	0	obs	0.48	10	left	cor	0.67	2.14
443.297	0	obs-bad	0.56	10	left	err	0.69	2.98
452.731	0	obs	0.46	11	right	cor	0.78	3.56
462.477	0	obs	0.38	11	left	err	0.5	2.58
