onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.532	0	act	0.4	15	left	cor	0.77	1.54
12.5312	0	act-bad	0.52	15	right	cor	0.72	1.44
22.3116	0	act	0.36	14	right	cor	0.89	1.78
31.829	0	act	0.4	14	left	cor	0.8	3.2
41.2684	0	act	0.36	13	right	cor	0.98	0.84
50.9336	0	act	0.36	13	right	cor	0.63	2.06
60.8102	0	act	0.4	12	left	cor	0.74	2.28
69.8934	0	act	0.38	12	left	err	0.22	2.34
79.01	0	act	0.36	13	right	cor	0.78	3.56
89.0332	0	act	0.38	13	right	cor	0.79	3.18
98.9898	0	act	0.38	12	left	err	0.2	3.58
108.25	0	act	0.32	13	left	cor	0.74	3.48
121.4728	0	obs	0.32	13	left	cor	0.74	3.48
130.6892	0	obs	0.4	14	left	cor	0.89	3.38
140.1324	0	obs	0.36	13	right	cor	0.92	0.64
149.7868	0	obs	0.38	12	left	err	0.2	3.58
159.0522	0	obs	0.36	13	right	cor	0.63	2.06
168.9266	0	obs-bad	0.52	15	right	cor	0.87	1.74
178.707	0	obs	0.38	12	left	err	0.04	2.7
187.8284	0	obs	0.36	13	right	cor	0.44	2.88
197.8488	0	obs	0.4	15	left	cor	0.66	1.32
206.8458	0	obs	0.36	14	right	cor	0.96	1.92
216.3704	0	obs	0.4	12	left	cor	0.62	2.04
225.4478	0	obs	0.38	13	right	cor	0.78	3.16
239.4072	0	act-bad	0.52	13	left	cor	0.75	1.1
248.4476	0	act	0.46	13	left	cor	0.82	3.24
257.6098	0	act	0.42	12	right	cor	0.8	1.18
267.5254	0	act	0.34	12	left	cor	0.95	2.7
276.8666	0	act	0.3	11	left	cor	0.98	3.96
286.344	0	act	0.42	11	right	cor	0.72	3.04
296.0444	0	act	0.3	10	right	cor	0.78	2.36
305.6658	0	act	0.32	10	right	cor	0.59	0.78
315.5092	0	act	0.3	9	left	cor	0.94	1.48
324.8056	0	act	0.36	9	left	err	0.03	2.72
334.1858	0	act	0.3	10	right	err	0.02	3.54
343.7434	0	act	0.38	11	right	cor	0.59	0.8
357.483	0	obs	0.3	11	left	cor	0.64	0.7
366.9682	0	obs	0.3	10	right	cor	0.65	2.1
376.5846	0	obs	0.36	9	left	err	0.38	2.02
385.9632	0	obs-bad	0.52	13	left	cor	0.8	1.2
395.0042	0	obs	0.34	12	left	cor	0.79	2.38
404.3428	0	obs	0.32	10	right	cor	0.49	2.6
414.182	0	obs	0.38	11	right	cor	0.97	3.94
423.9276	0	obs	0.42	12	right	cor	0.95	0.7
433.844	0	obs	0.46	13	left	cor	0.81	3.22
443.0032	0	obs	0.42	11	right	cor	0.85	3.3
452.7016	0	obs	0.3	10	right	err	0.16	3.26
462.2612	0	obs	0.3	9	left	cor	0.56	2.46
