onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.5498	0	act-bad	0.56	12	right	cor	0.56	0.86
14.5712	0	act	0.42	12	left	cor	0.84	3.68
23.7886	0	act	0.4	11	left	cor	0.65	0.9
32.8318	0	act	0.44	11	right	cor	0.76	3.12
42.5282	0	act	0.4	10	left	cor	0.76	1.26
51.9114	0	act	0.36	10	left	err	0.33	1.32
61.388	0	act	0.38	11	left	cor	0.75	1.1
70.6912	0	act	0.42	11	right	cor	0.6	3.2
80.4278	0	act	0.32	10	right	err	0.05	2.68
90.088	0	act	0.36	11	right	cor	0.93	1.46
99.6482	0	act	0.32	11	left	cor	0.99	0.78
108.7688	0	act	0.44	10	right	cor	0.93	2.66
122.3906	0	obs	0.44	10	right	cor	0.97	2.74
132.0098	0	obs	0.36	10	left	err	0.24	1.5
141.4904	0	obs	0.36	11	right	cor	0.76	1.12
151.0446	0	obs	0.42	12	left	cor	0.98	3.96
160.267	0	obs	0.44	11	right	cor	0.43	2.46
169.9682	0	obs	0.42	11	right	cor	0.58	3.16
179.7096	0	obs	0.4	11	left	cor	0.6	0.8
188.7474	0	obs	0.4	10	left	cor	0.58	1.62
198.1296	0	obs	0.38	11	left	cor	0.96	1.52
207.4288	0	obs	0.32	10	right	err	0.4	1.98
217.0852	0	obs-bad	0.56	12	right	cor	0.77	3.54
227.1086	0	obs	0.32	11	left	cor	0.83	1.12
240.2264	0	act	0.38	10	right	cor	0.63	1.26
249.7434	0	act	0.44	10	right	cor	0.71	3.02
259.7078	0	act	0.36	9	right	err	0.41	2.76
269.5442	0	act	0.34	10	left	err	0.46	0.92
278.5476	0	act-bad	0.58	11	right	cor	0.76	1.52
288.324	0	act	0.34	11	left	err	0.41	2.42
297.4872	0	act	0.4	12	right	err	0.21	1.22
307.3656	0	act	0.36	13	left	err	0.17	1.14
316.447	0	act	0.4	14	left	cor	0.81	2.42
325.7842	0	act	0.38	14	left	cor	0.63	1.26
335.0438	0	act	0.48	13	left	cor	0.85	3.3
344.4832	0	act	0.36	13	right	cor	0.95	4.7
358.4056	0	obs	0.48	13	left	cor	0.82	3.24
367.8426	0	obs	0.36	13	right	cor	0.9	0.6
377.7656	0	obs	0.38	10	right	cor	0.9	1.8
387.2862	0	obs	0.34	10	left	err	0.59	1.18
396.2826	0	obs	0.38	14	left	cor	0.69	1.38
405.5456	0	obs	0.34	11	left	err	0.22	1.14
414.705	0	obs	0.4	12	right	err	0.04	0.7
424.5852	0	obs	0.36	9	right	err	0	3.6
434.4216	0	obs	0.44	10	right	cor	0.99	3.58
444.3844	0	obs	0.4	14	left	cor	0.83	2.46
453.7246	0	obs	0.36	13	left	err	0.21	1.22
462.8008	0	obs-bad	0.58	11	right	cor	0.45	3.08
