onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.5956	0	act	0.46	15	left	err	0.1	0.58
12.6748	0	act	0.34	16	right	cor	0.91	0.62
22.5942	0	act	0.36	16	left	err	0	3.58
31.6346	0	act	0.34	17	right	cor	0.84	3.28
41.597	0	act	0.38	17	right	cor	0.86	3.72
51.6174	0	act	0.32	16	left	err	0.19	3.6
60.6138	0	act	0.4	17	left	cor	0.49	2.58
69.7772	0	act	0.4	17	right	cor	0.92	1.84
79.5536	0	act	0.44	16	right	cor	0.87	1.34
89.3938	0	act	0.3	16	right	err	0.26	1.46
99.1334	0	act	0.36	17	left	err	0.57	1.94
108.4736	0	act	0.42	18	left	cor	0.9	1.8
121.7334	0	obs	0.34	16	right	cor	0.9	0.6
131.6528	0	obs	0.38	17	right	cor	1	4
141.6732	0	obs	0.4	17	right	cor	0.95	1.9
151.4528	0	obs	0.4	17	left	cor	0.82	3.24
160.6128	0	obs	0.32	16	left	err	0	4
169.6122	0	obs	0.42	18	left	cor	0.83	1.66
178.8712	0	obs	0.34	17	right	cor	0.85	3.3
188.83	0	obs	0.36	17	left	err	0.02	0.74
198.1744	0	obs	0.3	16	right	err	0.02	2.04
207.9118	0	obs	0.44	16	right	cor	0.79	1.18
217.751	0	obs	0.46	15	left	err	0.51	3.76
226.8314	0	obs	0.36	16	left	err	0.03	3.52
239.8708	0	act	0.46	18	left	err	0.01	1.96
249.0894	0	act	0.34	19	left	cor	0.91	3.82
258.5706	0	act	0.3	19	right	cor	0.95	0.7
268.2298	0	act	0.36	18	right	cor	0.99	1.58
277.7904	0	act	0.34	18	right	cor	0.81	2.42
287.4092	0	act	0.32	17	right	cor	0.96	1.92
296.93	0	act	0.34	17	left	err	0.01	2.76
306.0494	0	act	0.38	18	left	err	0.09	3.4
315.3498	0	act	0.36	19	right	cor	0.97	3.54
325.049	0	act	0.38	19	right	cor	0.98	2.76
334.9326	0	act-bad	0.52	18	left	err	0.52	0.54
344.369	0	act	0.3	19	left	err	0.36	2.06
357.7486	0	obs	0.34	18	right	cor	0.89	2.58
367.372	0	obs	0.36	18	right	cor	0.99	1.62
376.9284	0	obs	0.36	19	right	cor	0.95	3.5
386.6268	0	obs	0.38	18	left	err	0.04	3.5
395.928	0	obs	0.3	19	left	err	0	2.8
405.309	0	obs-bad	0.52	18	left	err	0.01	1.56
414.7478	0	obs	0.46	18	left	err	0.01	2.02
423.9702	0	obs	0.3	19	right	cor	0.63	1.52
433.6278	0	obs	0.32	17	right	cor	0.93	1.86
443.147	0	obs	0.34	19	left	cor	0.94	3.88
452.6276	0	obs	0.38	19	right	cor	0.96	2.72
462.507	0	obs	0.34	17	left	err	0.03	2.86
