onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.55420000000001	0	act	0.34	15	right	cor	0.8	3.6
14.5696	0	act	0.3	15	right	cor	0.8	2.4
24.1908	0	act	0.46	14	left	cor	0.76	3.12
33.3482	0	act	0.38	14	right	cor	0.84	3.28
43.0536	0	act	0.4	13	right	cor	0.94	0.68
52.97	0	act	0.44	13	left	err	0.26	2.26
62.0896	0	act	0.38	14	right	cor	0.58	2.82
71.8676	0	act	0.3	14	left	err	0	3.98
80.8694	0	act	0.38	15	left	err	0.06	3.46
90.1724	0	act	0.4	16	right	cor	0.85	1.3
99.7288	0	act	0.36	16	right	cor	0.91	2.62
109.6092	0	act	0.4	15	left	err	0.46	1.06
122.829	0	obs	0.36	16	right	cor	0.55	1.9
132.7074	0	obs	0.38	15	left	err	0	3.58
142.0118	0	obs	0.4	16	right	cor	0.91	1.42
151.5678	0	obs	0.44	13	left	err	0.28	2.22
160.6864	0	obs	0.4	15	left	err	0.01	2.02
169.9078	0	obs	0.38	14	right	cor	0.92	1.84
179.6882	0	obs	0.3	15	right	cor	0.8	2.4
189.3074	0	obs	0.4	13	right	cor	0.67	1.44
199.228	0	obs	0.38	14	right	cor	0.77	3.14
208.9274	0	obs	0.34	15	right	cor	0.87	3.74
218.9444	0	obs	0.46	14	left	cor	0.89	3.38
228.1074	0	obs	0.3	14	left	err	0.01	3.96
241.1094	0	act	0.5	16	left	err	0.12	3.34
250.1468	0	act-bad	0.92	17	left	cor	0.49	1.78
259.2242	0	act	0.4	17	left	cor	0.51	0.56
268.6666	0	act	0.38	16	right	cor	0.88	1.36
278.5058	0	act	0.32	16	left	err	0.26	1.46
287.9854	0	act	0.34	17	left	cor	0.89	2.58
297.3238	0	act	0.36	17	right	cor	0.83	1.66
306.8452	0	act	0.36	16	left	err	0	3.98
316.1034	0	act	0.32	17	right	cor	0.88	3.36
326.0648	0	act	0.28	17	right	cor	0.59	1.6
335.7232	0	act-bad	0.54	16	left	cor	0.78	1.22
345.1044	0	act	0.44	16	right	cor	0.67	0.64
358.8442	0	obs	0.38	16	right	cor	0.88	1.36
368.6828	0	obs	0.4	17	left	cor	0.98	3.56
378.122	0	obs-bad	0.54	16	left	cor	0.91	0.62
387.5024	0	obs	0.32	17	right	cor	0.97	3.54
397.4638	0	obs	0.34	17	left	cor	0.92	2.64
406.802	0	obs	0.44	16	right	cor	0.66	3.32
416.5416	0	obs	0.32	16	left	err	0.32	1.34
426.024	0	obs	0.5	16	left	err	0.15	3.28
435.0612	0	obs-bad	0.92	17	left	cor	0.95	2.7
444.1416	0	obs	0.36	16	left	err	0.01	3.96
453.406	0	obs	0.36	17	right	cor	0.94	1.88
462.9202	0	obs	0.28	17	right	cor	0.88	4.56
