onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.14519999999999	0	act	0.36	8	right	cor	0.57	1.94
13.7676	0	act	0.38	8	right	cor	0.55	0.7
23.3274	0	act	0.34	7	right	cor	0.56	2.72
33.0254	0	act	0.4	7	right	cor	0.62	2.04
42.9068	0	act	0.36	6	left	err	0.44	2.7
52.2052	0	act-bad	0.58	7	right	cor	0.48	2.62
62.0464	0	act	0.24	7	right	cor	0.66	3.32
72.0648	0	act	0.4	6	right	err	0.42	2.44
82.0244	0	act	0.3	7	left	err	0.5	1.8
91.3666	0	act	0.4	8	left	err	0.2	3.58
100.6242	0	act	0.36	9	right	err	0.61	1.22
110.4034	0	act	0.26	10	right	cor	0.58	2.82
123.9292	0	obs	0.36	6	left	err	0.18	3.22
133.2256	0	obs	0.36	8	right	cor	0.51	1.82
142.8462	0	obs	0.26	10	right	cor	0.73	1.46
152.3654	0	obs	0.3	7	left	err	0.54	1.88
161.7046	0	obs	0.38	8	right	cor	0.55	2.48
171.2632	0	obs	0.34	7	right	cor	0.5	0.58
180.9624	0	obs	0.36	9	right	err	0.32	3.34
190.743	0	obs-bad	0.58	7	right	cor	0.77	1.14
200.5822	0	obs	0.4	8	left	err	0.31	3.36
209.8448	0	obs	0.24	7	right	cor	0.62	0.74
219.8638	0	obs	0.4	7	right	cor	0.78	2.36
229.7444	0	obs	0.4	6	right	err	0.46	2.52
243.7036	0	act	0.3	10	left	err	0.27	3.04
252.7412	0	act	0.4	11	left	err	0.41	1.96
262.1216	0	act	0.42	12	left	cor	0.6	1.58
271.241	0	act	0.48	12	left	err	0.42	2.44
280.4012	0	act	0.32	13	left	cor	0.68	0.62
289.8808	0	act	0.42	13	left	cor	0.88	1.76
298.8832	0	act	0.42	12	right	cor	0.65	1.48
308.8004	0	act	0.3	12	right	err	0.11	1.76
318.5408	0	act	0.38	13	left	err	0.14	0.5
327.62	0	act	0.4	14	left	cor	0.92	3.44
337.0596	0	act-bad	0.74	14	left	cor	0.91	3.82
346.28	0	act	0.32	13	right	cor	0.95	0.7
359.9416	0	obs	0.3	10	left	err	0.11	3.36
368.98	0	obs	0.4	14	left	cor	0.9	3.4
378.4212	0	obs	0.42	13	left	cor	0.84	1.68
387.4196	0	obs-bad	0.74	14	left	cor	0.94	3.88
396.641	0	obs	0.32	13	right	cor	0.89	0.58
406.3004	0	obs	0.32	13	left	cor	0.94	3.88
415.7788	0	obs	0.42	12	right	cor	1	0.8
425.7004	0	obs	0.48	12	left	err	0.53	0.52
434.8586	0	obs	0.4	11	left	err	0.22	2.34
444.2378	0	obs	0.42	12	left	cor	0.86	0.52
453.3602	0	obs	0.3	12	right	err	0.09	1.8
463.0998	0	obs	0.38	13	left	err	0	0.78
