onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.4906	0	act	0.4	24	right	cor	0.78	3.16
14.448	0	act	0.28	24	left	err	0.16	2.46
23.5674	0	act	0.34	25	left	err	0.18	1.22
32.7278	0	act	0.44	26	right	cor	0.82	1.24
42.5672	0	act	0.26	26	right	cor	0.8	3.2
52.267	0	act	0.26	25	right	cor	0.87	0.54
61.9272	0	act	0.46	25	left	err	0.14	3.3
71.2274	0	act	0.34	26	left	err	0.15	1.68
80.4468	0	act	0.36	27	right	cor	0.79	3.58
90.4692	0	act	0.4	27	left	cor	0.8	2.4
99.5482	0	act-bad	0.6	26	left	cor	0.81	1.96
108.5888	0	act-bad	0.54	26	left	err	0.19	3.6
121.5866	0	obs	0.4	27	left	cor	0.78	2.36
130.666	0	obs-bad	0.54	26	left	err	0.32	0.64
139.6644	0	obs-bad	0.6	26	left	cor	0.89	1.38
148.7036	0	obs	0.36	27	right	cor	0.9	3.8
158.7252	0	obs	0.28	24	left	err	0.09	2.6
167.8434	0	obs	0.34	26	left	err	0	1.98
177.0652	0	obs	0.26	25	right	cor	0.91	0.62
186.7258	0	obs	0.44	26	right	cor	0.83	1.26
196.5654	0	obs	0.34	25	left	err	0.24	1.1
205.723	0	obs	0.26	26	right	cor	0.77	3.14
215.4222	0	obs	0.46	25	left	err	0.17	3.24
224.7224	0	obs	0.4	24	right	cor	0.89	3.38
238.684	0	act	0.28	27	left	err	0.09	2.6
248.0666	0	act-bad	0.52	28	right	cor	0.77	3.24
257.6838	0	act	0.36	28	left	cor	0.27	0.54
266.9432	0	act	0.44	27	left	cor	0.83	3.26
276.3816	0	act	0.34	27	right	cor	0.8	1.6
285.906	0	act	0.3	26	right	cor	0.85	2.5
295.7834	0	act	0.38	26	right	cor	0.86	1.32
305.3426	0	act	0.38	25	right	cor	0.9	0.6
315.2622	0	act	0.42	25	right	cor	0.81	3.62
325.0026	0	act	0.38	24	left	cor	0.87	3.74
334.485	0	act	0.3	24	left	err	0.13	0.52
343.8226	0	act	0.38	25	right	cor	0.86	1.72
357.6022	0	obs	0.3	24	left	err	0.14	0.5
366.9424	0	obs-bad	0.52	28	right	cor	0.85	2.5
376.5616	0	obs	0.38	24	left	cor	0.83	3.66
386.0412	0	obs	0.3	26	right	cor	0.83	2.46
395.9214	0	obs	0.38	25	right	cor	0.84	0.48
405.844	0	obs	0.34	27	right	cor	0.92	1.84
415.359	0	obs	0.42	25	right	cor	0.73	0.52
425.1	0	obs	0.38	25	right	cor	0.79	1.58
434.881	0	obs	0.36	28	left	cor	0.62	1.24
444.1386	0	obs	0.44	27	left	cor	0.76	3.12
453.5808	0	obs	0.28	27	left	err	0.09	2.6
462.9602	0	obs	0.38	26	right	cor	0.83	1.26
