onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.518	0	act	0.38	12	left	err	0.18	3.62
12.5132	0	act	0.28	13	right	err	0.38	1.22
22.5326	0	act	0.36	14	left	cor	0.75	1.5
31.793	0	act	0.4	14	left	cor	0.87	0.54
40.9124	0	act	0.48	13	left	cor	0.78	1.22
50.2978	0	act	0.36	13	left	cor	0.88	3.76
59.514	0	act	0.4	12	right	err	0.15	4.48
69.3924	0	act	0.32	13	right	err	0.32	2.94
79.2338	0	act	0.32	14	right	cor	0.69	2.98
89.1932	0	act	0.38	14	right	err	0.16	3.66
98.9736	0	act	0.34	15	left	err	0.13	1.32
108.4146	0	act-bad	0.54	16	right	cor	0.76	4.06
122.117	0	obs	0.4	14	left	cor	0.82	1.14
131.2332	0	obs	0.36	14	left	cor	0.83	1.66
140.4956	0	obs	0.48	13	left	cor	0.83	1.12
149.8728	0	obs	0.32	14	right	cor	0.79	3.18
159.8324	0	obs	0.28	13	right	err	0.21	1.56
169.8506	0	obs	0.32	13	right	err	0.13	3.32
179.6922	0	obs	0.36	13	left	cor	0.87	3.74
188.9104	0	obs	0.34	15	left	err	0.16	1.26
198.35	0	obs	0.38	12	left	err	0.04	3.9
207.3522	0	obs	0.38	14	right	err	0.13	3.72
217.1318	0	obs	0.4	12	right	err	0.32	1.44
227.015	0	obs-bad	0.54	16	right	cor	0.78	3.16
240.7094	0	act	0.42	16	left	cor	0.81	3.22
249.8708	0	act	0.48	16	left	cor	0.83	3.66
259.3492	0	act	0.34	15	right	err	0.3	3.38
268.8686	0	act	0.36	16	left	cor	0.72	2.24
278.2088	0	act	0.44	16	right	cor	0.86	3.72
287.9482	0	act	0.36	15	left	cor	0.81	1.22
297.2534	0	act	0.46	15	right	cor	0.81	1.22
306.81	0	act	0.48	14	right	err	0.03	0.72
316.4274	0	act-bad	0.58	15	right	cor	0.25	2.28
326.0928	0	act	0.3	15	left	cor	0.69	0.98
335.1322	0	act	0.36	14	left	cor	0.83	2.46
344.2074	0	act	0.44	14	right	err	0.16	2.46
358.1272	0	obs	0.46	15	right	cor	0.82	1.24
367.6886	0	obs	0.36	14	left	cor	0.83	2.46
376.767	0	obs-bad	0.58	15	right	cor	0.83	1.12
386.4262	0	obs	0.36	16	left	cor	0.83	2.46
395.7668	0	obs	0.48	14	right	err	0.07	0.64
405.388	0	obs	0.48	16	left	cor	0.84	3.68
414.8666	0	obs	0.3	15	left	cor	0.91	1.42
423.9058	0	obs	0.34	15	right	err	0.29	0.58
433.4262	0	obs	0.44	16	right	cor	0.75	0.48
443.168	0	obs	0.44	14	right	err	0.2	2.38
453.0882	0	obs	0.42	16	left	cor	0.84	3.28
462.2454	0	obs	0.36	15	left	cor	0.83	1.26
