onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.445	0	act	0.32	13	right	err	0.22	2.34
14.3602	0	act	0.44	14	left	cor	0.68	2.96
23.8044	0	act	0.38	14	left	err	0.19	1.18
33.1398	0	act	0.36	15	right	err	0.24	1.5
42.8794	0	act	0.38	16	right	cor	0.79	1.58
52.4006	0	act-bad	0.52	16	right	cor	0.87	1.34
61.9642	0	act	0.48	15	right	cor	0.82	3.24
71.6604	0	act	0.4	15	right	err	0.45	0.9
81.4388	0	act	0.32	16	right	cor	0.55	0.88
91.4582	0	act	0.46	16	left	cor	0.61	1.22
100.4586	0	act	0.44	15	right	cor	0.88	3.36
110.4196	0	act	0.46	15	right	cor	0.72	1.04
124.2628	0	obs	0.46	16	left	cor	0.61	2.76
133.258	0	obs	0.48	15	right	cor	0.32	0.94
142.9624	0	obs	0.46	15	right	cor	0.84	1.28
152.7998	0	obs	0.4	15	right	err	0.21	3.56
162.5772	0	obs	0.32	13	right	err	0.89	0.58
172.5026	0	obs	0.38	14	left	err	0.04	0.7
181.8422	0	obs	0.44	15	right	cor	0.53	0.52
191.7994	0	obs	0.38	16	right	cor	0.62	1.24
201.3168	0	obs	0.32	16	right	cor	0.57	4.84
211.3412	0	obs	0.36	15	right	err	0.33	5.32
221.0788	0	obs-bad	0.52	16	right	cor	0.65	0.9
230.6406	0	obs	0.44	14	left	cor	0.7	3
244.0812	0	act	0.44	14	left	cor	0.69	1.38
253.3374	0	act	0.5	14	left	cor	0.94	2.92
262.4172	0	act-bad	-0.02	13	left	err	-1	-0.02
271.8976	0	act	0.48	14	left	cor	0.86	0.52
281.2746	0	act-bad	0.54	14	left	cor	0.89	1.38
290.5802	0	act-bad	0.56	13	right	err	0.65	2.1
300.2	0	act	0.32	14	left	err	0.29	3
309.24	0	act	0.34	15	right	err	0.02	0.74
319.1194	0	act	0.34	16	left	cor	0.88	0.56
328.2396	0	act	0.46	16	left	cor	0.87	3.34
337.399	0	act-bad	0.54	15	right	cor	0.66	4.12
347.0562	0	act	0.44	15	left	cor	0.61	0.76
360.279	0	obs	0.46	16	left	cor	0.69	2.98
369.4384	0	obs	0.44	14	left	cor	0.89	1.78
378.6958	0	obs	0.34	16	left	cor	0.73	1.32
387.8154	0	obs	0.48	14	left	cor	0.59	1.6
397.1938	0	obs	0.5	14	left	cor	0.81	2.42
406.2748	0	obs-bad	0.56	13	right	err	0.07	0.64
415.8934	0	obs	0.32	14	left	err	0.23	3.12
424.9328	0	obs-bad	0.54	14	left	cor	0.72	1.04
434.235	0	obs-bad	0.52	13	left	cor	0.74	3.48
443.7146	0	obs-bad	0.54	15	right	cor	0.61	1.56
453.3726	0	obs	0.34	15	right	err	0.4	1.6
463.2574	0	obs	0.44	15	left	cor	0.82	3.64
