onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
3.9652	0	act-bad	0.52	14	left	cor	0.7	3
13.4026	0	act	0.28	14	right	cor	0.81	2.42
23.282	0	act	0.26	13	left	cor	0.98	2.04
32.5452	0	act	0.44	13	right	cor	0.76	1.52
42.0646	0	act	0.3	12	right	err	0.74	1.48
51.8418	0	act	0.4	13	left	cor	0.89	3.78
61.3244	0	act	0.3	13	left	err	0.24	1.5
70.5446	0	act	0.34	14	right	err	0.69	0.98
80.1044	0	act-bad	0.54	15	right	cor	0.22	1.14
89.8046	0	act	0.3	15	right	err	0.21	2.36
99.721	0	act	0.44	16	left	cor	0.74	1.08
109.0184	0	act-bad	0.62	16	left	cor	0.52	2.94
122.024	0	obs	0.3	13	left	err	0.69	3.38
131.2404	0	obs-bad	0.52	14	left	cor	0.93	3.46
140.6838	0	obs-bad	0.54	15	right	cor	0.72	3.04
150.3832	0	obs	0.44	16	left	cor	0.87	1.34
159.681	0	obs	0.4	13	left	cor	0.95	3.9
169.16	0	obs	0.44	13	right	cor	0.48	3.02
178.6772	0	obs	0.26	13	left	cor	0.82	1.64
187.9398	0	obs	0.3	12	right	err	0.9	1.8
197.7186	0	obs	0.3	15	right	err	0.18	2.42
207.6426	0	obs	0.34	14	right	err	0.18	3.22
217.202	0	obs	0.28	14	right	cor	0.7	2.2
227.0822	0	obs-bad	0.62	16	left	cor	0.5	2.98
240.0786	0	act-bad	0.72	15	right	err	0.57	1.94
249.698	0	act	0.36	16	right	cor	0.8	3.6
259.4386	0	act	0.44	16	left	cor	0.8	2.4
268.7778	0	act-bad	0.58	15	left	cor	0.75	1.1
277.8194	0	act	0.46	15	left	err	0.55	1.68
286.9388	0	act	0.46	16	right	cor	0.89	0.58
296.5988	0	act	0.32	16	right	err	0.19	1.2
306.5572	0	act	0.32	17	left	err	0.39	2
315.9378	0	act	0.32	18	right	err	0.02	3.64
325.777	0	act	0.38	19	right	cor	0.87	3.74
335.7944	0	act	0.26	19	left	cor	0.86	3.32
344.957	0	act-bad	-0.02	18	left	err	-1	-0.02
358.0396	0	obs-bad	0.72	15	right	err	0.76	2.32
367.657	0	obs	0.38	19	right	cor	0.7	3.4
377.6762	0	obs	0.36	16	right	cor	0.82	3.64
387.4146	0	obs	0.26	19	left	cor	0.3	4.98
396.576	0	obs-bad	0.58	15	left	cor	0.73	1.06
405.6186	0	obs	0.46	15	left	err	0.22	2.34
414.7338	0	obs	0.32	17	left	err	0.59	1.6
424.115	0	obs	0.32	16	right	err	0.77	3.14
434.0786	0	obs-bad	0.52	18	left	cor	0.96	2.72
443.1582	0	obs-bad	0.32	18	right	err	-1	3.64
452.9954	0	obs	0.46	16	right	cor	0.76	1.26
462.6548	0	obs	0.44	16	left	cor	0.78	2.36
