onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.1416	0	act	0.42	12	right	cor	0.74	2.28
13.7624	0	act	0.3	12	left	cor	0.91	3.82
22.9784	0	act	0.32	11	left	cor	0.98	0.76
32.0986	0	act	0.3	11	left	cor	1	4
41.581	0	act	0.26	10	left	cor	0.93	1.46
50.6184	0	act	0.4	10	right	err	0.86	3.32
60.5806	0	act	0.3	11	right	err	0.08	2.62
70.2412	0	act	0.32	12	right	err	0.91	1.82
79.7578	0	act	0.32	13	right	err	0.9	1.4
89.318	0	act	0.3	14	right	err	0.5	1.8
99.1976	0	act	0.32	15	right	err	0.49	2.6
109.038	0	act	0.4	16	right	err	0.06	1.46
122.7406	0	obs	0.3	11	right	err	0.18	2.42
132.3998	0	obs	0.42	12	right	cor	0.5	1.8
142.0172	0	obs	0.32	13	right	err	0.8	5.2
151.5768	0	obs	0.4	10	right	err	0.41	2.42
161.5368	0	obs	0.4	16	right	err	0.51	2.62
171.2394	0	obs	0.32	11	left	cor	0.83	1.12
180.3588	0	obs	0.32	15	right	err	0.74	2.1
190.1992	0	obs	0.3	11	left	cor	0.99	3.98
199.6786	0	obs	0.26	10	left	cor	1	1.6
208.7126	0	obs	0.3	14	right	err	0.28	1.36
218.5962	0	obs	0.3	12	left	cor	0.98	4.04
227.8186	0	obs	0.32	12	right	err	0.77	1.54
241.335	0	act-bad	0.52	17	left	cor	0.99	0.78
250.7174	0	act-bad	0.62	17	right	err	0.53	1.06
260.493	0	act	0.36	18	left	cor	1	2.8
269.5772	0	act	0.4	18	left	cor	0.88	1.76
278.8354	0	act	0.32	17	right	err	0	2
288.8538	0	act	0.36	18	left	cor	0.98	1.96
297.8544	0	act	0.36	18	left	cor	0.98	1.56
307.1544	0	act	0.32	17	left	cor	0.98	2.76
316.497	0	act	0.32	17	left	cor	0.99	3.58
325.9336	0	act	0.3	16	right	err	0	2.78
335.8558	0	act	0.44	17	right	cor	0.99	4.02
345.5962	0	act	0.36	17	left	cor	0.98	3.56
358.7538	0	obs	0.36	17	left	cor	1	3.6
367.9164	0	obs-bad	0.52	17	left	cor	0.99	0.82
377.293	0	obs	0.32	17	left	cor	0.97	2.74
386.6362	0	obs	0.4	18	left	cor	0.93	1.86
395.8922	0	obs	0.36	18	left	cor	0.87	1.74
404.8926	0	obs-bad	0.62	17	right	err	0.01	3.96
414.6728	0	obs	0.32	17	right	err	0.01	2.02
424.6924	0	obs	0.36	18	left	cor	0.96	1.52
433.9918	0	obs	0.3	16	right	err	0.02	2.74
443.9144	0	obs	0.44	17	right	cor	1	4
453.6548	0	obs	0.36	18	left	cor	1	2.8
462.7312	0	obs-bad	0.32	17	left	cor	-1	3.58
