onset	duration	trial_type	response_time	dots_difference	stim_side	choice_accuracy	confidence	response_time2
4.1836	0	act	0.46	16	right	cor	1	0.8
13.8448	0	act	0.4	16	right	cor	0.83	2.46
23.7244	0	act	0.46	15	right	cor	0.77	3.54
33.7446	0	act	0.38	15	left	cor	0.28	2.56
43.2242	0	act	0.4	14	left	cor	0.82	3.64
52.4444	0	act	0.4	14	left	cor	0.48	2.62
61.4836	0	act	0.42	13	left	cor	0.78	1.16
70.7812	0	act	0.38	13	left	cor	0.97	2.74
79.8634	0	act-bad	0.6	12	right	cor	0.49	1.78
89.4774	0	act	0.44	12	right	cor	0.92	1.44
99.3232	0	act	0.4	11	right	cor	0.49	2.58
109.0162	0	act	0.4	11	left	cor	0.9	3.4
122.1834	0	obs	0.4	11	right	cor	0.51	0.56
131.8826	0	obs	0.38	15	left	cor	1	4
141.3602	0	obs	0.4	14	left	cor	0.74	3.48
150.5816	0	obs	0.4	16	right	cor	0.5	1.8
160.4632	0	obs	0.46	15	right	cor	0.48	2.96
170.4826	0	obs	0.4	14	left	cor	0.99	1.62
179.5216	0	obs	0.44	12	right	cor	0.45	2.68
189.3592	0	obs	0.4	11	left	cor	0.93	3.46
198.5184	0	obs-bad	0.6	12	right	cor	0.48	1.76
208.142	0	obs	0.46	16	right	cor	0.49	1.8
217.8012	0	obs	0.38	13	left	cor	0.89	2.58
226.8786	0	obs	0.42	13	left	cor	0.78	1.16
240.178	0	act-bad	-0.02	10	right	err	0.49	3
249.6994	0	act	0.42	11	right	cor	0.98	0.84
259.6178	0	act	0.46	11	right	cor	0.51	0.56
269.5772	0	act	0.44	10	left	cor	0.99	0.82
278.6976	0	act	0.48	10	left	cor	0.87	3.34
288.1368	0	act	0.4	9	right	cor	0.5	1
297.9202	0	act	0.38	9	left	cor	0.84	1.68
306.9194	0	act	0.38	8	left	cor	0.83	2.46
316.257	0	act	0.34	8	right	cor	0.49	1
325.9994	0	act	0.28	7	right	err	0.53	0.66
335.5568	0	act	0.42	8	left	cor	0.96	1.92
344.8126	0	act	0.4	8	left	cor	0.92	0.64
358.1958	0	obs	0.4	8	left	cor	0.94	0.68
367.5792	0	obs	0.34	8	right	cor	0.48	1.02
377.3174	0	obs	0.42	11	right	cor	0.88	0.56
387.239	0	obs	0.38	8	left	cor	1	2.8
396.5772	0	obs	0.4	9	right	cor	0.47	0.94
406.3576	0	obs-bad	0.52	10	right	cor	0.46	3.06
415.875	0	obs	0.28	7	right	err	0.44	2.7
425.4344	0	obs	0.44	10	left	cor	1	4.8
434.5528	0	obs	0.38	9	left	cor	0.97	1.94
443.5542	0	obs	0.42	8	left	cor	0.43	0.86
452.8128	0	obs	0.46	11	right	cor	0.24	1.1
462.774	0	obs	0.48	10	left	cor	0.9	3.4
